Category,Brand_name,Fresh_Produce,Non_Branded,first_1_word,first_1_count,first_2_word,first_2_count,first_3_word,first_3_count,Original_Title
Vegetables,,,,,,katla sheem,1,katla sheem bean,1,Katla Sheem (Bean)
Meat & Fish,,golda,,golda,5,golda fresh,2,golda fresh local,2,Golda Fresh Local Cultured (30-40 Pcs/kg)
Meat & Fish,,,,,,,,,,Golda Fresh Local Cultured (10-14 Pcs/kg)
Snacks,,,,,,golda penne,1,golda penne pasta,1,Golda Penne Pasta 500gm Turkey
Snacks,,,,,,golda elbow,1,golda elbow pasta,1,Golda Elbow Pasta 500gm Turkey
Snacks,,,,,,golda spaghetti,1,golda spaghetti 500gm,1,Golda Spaghetti 500gm TU
Dairy & Eggs,almarai,,,almarai,5,almarai spreadable,4,almarai spreadable cream,4,Almarai Spreadable Cream Cheese 500gm
Dairy & Eggs,,,,,,,,,,Almarai Spreadable Cream Cheese 200gm
dairy & eggs,,,,,,,,,,almarai spreadable cream cheese
dairy & eggs,,,,,,,,,,almarai spreadable cream cheese
dairy & eggs,,,,,,almarai halloumi,1,almarai halloumi cheese,1,almarai halloumi cheese
Oil,fortune,,,fortune,5,fortune mustard,3,fortune mustard oil,3,Fortune Mustard Oil 1Ltr.
Oil,,,,,,,,,,Fortune Mustard Oil 500ml
oil,,,,,,,,,,fortune mustard oil
Rice,,,,,,fortune basmati,1,fortune basmati biryani,1,Fortune Basmati Biryani Rice 1kg
rice,,,,,,fortune biryani,1,fortune biryani special,1,fortune biryani special basmati rice
Oil,sunshine,,,sunshine,5,sunshine mustard,2,sunshine mustard oil,2,Sunshine Mustard Oil 500ml
oil,,,,,,,,,,sunshine mustard oil
Rice,,,,,,sunshine chinigura,1,sunshine chinigura rice,1,Sunshine Chinigura Rice 1kg
baking & flour,,,,,,sunshine atta,1,sunshine atta,1,sunshine atta
baking & flour,,,,,,sunshine maida,1,sunshine maida,1,sunshine maida
Oil,ecorganic,,,ecorganic,5,ecorganic sunflower,4,ecorganic sunflower oil,4,Ecorganic Sunflower Oil 3Ltr.
Oil,,,,,,,,,,Ecorganic Sunflower Oil 5Ltr. (Tin)
Oil,,,,,,,,,,Ecorganic Sunflower Oil 5Ltr.
Oil,,,,,,,,,,Ecorganic Sunflower Oil 1Ltr.
oil,,,,,,ecorganic fortified,1,ecorganic fortified sunflower,1,ecorganic fortified sunflower oil pet
Spices & Ingredients,btm,,,btm,5,btm neem,1,btm neem leaves,1,BTM Neem Leaves Powder 50gm
Spices & Ingredients,,,,,,btm amloki,1,btm amloki powder,1,BTM Amloki Powder 40gm
Spices & Ingredients,,,,,,btm origano,1,btm origano 15gm,1,BTM Origano 15gm
Spices & Ingredients,,,,,,btm star,1,btm star anise,1,BTM Star Anise (Masala) 20gm
Beverages,,,,,,btm tokma,1,btm tokma seeds,1,BTM Tokma Seeds 60gm
Spices & Ingredients,bd food,,,bd,5,bd food,5,bd food kheer,1,BD Food Kheer Mix 150gm
Spices & Ingredients,,,,,,,,bd food chatpati,1,BD Food Chatpati Masala 50ml
Spices & Ingredients,,,,,,,,bd food roast,1,BD Food Roast Masala 35ml
sauces & pickles,,,,,,,,bd food olive,1,bd food olive pickle
sauces & pickles,,,,,,,,bd food tatul,1,bd food tatul chutney
breakfast,alfa,,,alfa,5,alfa mayonnaise,5,alfa mayonnaise,2,alfa mayonnaise
breakfast,,,,,,,,,,alfa mayonnaise
Breakfast,,,,,,,,alfa mayonnaise 946ml,1,Alfa Mayonnaise 946ml
Breakfast,,,,,,,,alfa mayonnaise 473ml,1,Alfa Mayonnaise 473ml
Breakfast,,,,,,,,alfa mayonnaise 236,1,Alfa Mayonnaise 236.5ml
Breakfast,mjs,,,mjs,5,mjs mayonnaise,2,mjs mayonnaise garlic,1,MJs Mayonnaise Garlic 310ml AE
Breakfast,,,,,,,,mjs mayonnaise red,1,MJs Mayonnaise Red Chilli 310ml AE
Beverages,,,,,,mjs chocolate,1,mjs chocolate syrup,1,MJs Chocolate Syrup 624gm AE
Baking & Flour,,,,,,mjs corn,1,mjs corn flour,1,MJs Corn Flour Powder 400gm United Arab Emirates
Baking & Flour,,,,,,mjs baking,1,mjs baking soda,1,MJs Baking Soda 100gm AE
Snacks,meiji,,,meiji,5,meiji hello,4,meiji hello panda,4,Meiji Hello Panda Choco Biscuits Chocolate 47gm
Snacks,,,,,,,,,,Meiji Hello Panda Biscuits Chocolate Flavour 47gm
Snacks,,,,,,,,,,Meiji Hello Panda Biscuits Milk Flavour 47gm
snacks,,,,,,,,,,meiji hello panda chocolate biscuit
"Candy, chocolate & Ice-cream",,,,,,meiji yan,1,meiji yan yan,1,Meiji Yan Yan Creamy Vanilla Flavour 50gm
Snacks,verda,,,verda,5,verda penne,1,verda penne pasta,1,Verda Penne Pasta 400gm (Buy1 Get1 Free)
Snacks,,,,,,verda corn,1,verda corn pasta,1,Verda Corn Pasta 400gm (Buy1 Get1 Free)
Snacks,,,,,,verda shell,1,verda shell big,1,Verda Shell Big Pasta 400gm (Buy1 Get1 Free )
Snacks,,,,,,verda spegetti,1,verda spegetti 400gm,1,Verda Spegetti 400gm (Buy1 Get1 Free)
Snacks,,,,,,verda vite,1,verda vite pasta,1,Verda Vite Pasta 400gm (Buy1 Get1 Free)
breakfast,bread pit,,,bread,5,bread pit,4,bread pit white,1,bread pit white bread
breakfast,,,,,,,,bread pit milk,1,bread pit milk bread
breakfast,,,,,,,,bread pit burger,1,bread pit burger bun
breakfast,,,,,,,,bread pit multigrain,1,bread pit multigrain bread
Snacks,,,bread tea,,,bread tea,1,bread tea talk,1,Bread Tea Talk  Garlic Butter Toast 100gm
"Candy, chocolate & Ice-cream",mentos,,,mentos,5,mentos mint,1,mentos mint 120gm,1,Mentos Mint 120gm
"Candy, chocolate & Ice-cream",,,,,,mentos mix,1,mentos mix grape,1,Mentos Mix Grape Chewy Dragees 120gm
"Candy, chocolate & Ice-cream",,,,,,mentos fruit,1,mentos fruit chocolate,1,Mentos Fruit Chocolate 29gm
"Candy, chocolate & Ice-cream",,,,,,mentos sour,1,mentos sour mix,1,Mentos Sour Mix Chewy Dragees 120gm
candy & chocolate,,,,,,mentos pure,1,mentos pure fresh,1,mentos pure fresh chewing sugar free gum fresh mint
"Candy, chocolate & Ice-cream",fox's ,,,fox,5,fox s,5,fox s crystal,5,Fox's Crystal Clear Mints 180gm
candy & chocolate,,,,,,,,,,fox's crystal clear berries candy
candy & chocolate,,,,,,,,,,fox's crystal clear fruits candy
candy & chocolate,,,,,,,,,,fox's crystal clear fruits candy pack
candy & chocolate,,,,,,,,,,fox's crystal clear fruity mints candy
Beverages,horlicks,,,horlicks,5,horlicks classic,2,horlicks classic malt,2,Horlicks Classic Malt 1000gm (Jar)
Beverages,,,,,,,,,,Horlicks Classic Malt 250gm (Jar)
Beverages,,,,,,horlicks junior,1,horlicks junior stage,1,Horlicks Junior Stage-1 500gm (Jar)
breakfast,,,,,,horlicks original,1,horlicks original hot,1,horlicks original hot malty goodness
breakfast,,,,,,horlicks instant,1,horlicks instant hot,1,horlicks instant hot malty goodness
beverages,aaram,,,aaram,5,aaram juice,3,aaram juice orange,1,aaram juice orange
beverages,,,,,,,,aaram juice apple,1,aaram juice apple
beverages,,,,,,,,aaram juice mango,1,aaram juice mango
Beverages,,,,,,aaram orange,1,aaram orange 100,1,Aaram Orange 100% Fruit Juice 1Ltr.
Beverages,,,,,,aaram apple,1,aaram apple 100,1,Aaram Apple 100% Fruit Juice 1Ltr.
beverages,latina,,,latina,5,latina 100,2,latina 100 juice,2,latina 100 % juice (apple)
beverages,,,,,,,,,,latina 100 % juice (orange)
Beverages,,,,,,latina apple,1,latina apple juice,1,Latina Apple Juice 1000ml (Tetra)
Beverages,,,,,,latina mango,1,latina mango juice,1,Latina Mango Juice 1000ml (Tetra)
Beverages,,,,,,latina orange,1,latina orange juice,1,Latina Orange Juice 1000ml (Tetra)
Beverages,aquafina,,,aquafina,5,aquafina drinking,5,aquafina drinking water,5,Aquafina Drinking Water 1.5Ltr.
Beverages,,,,,,,,,,Aquafina Drinking Water 500ml
Beverages,,,,,,,,,,Aquafina Drinking Water 1Ltr.
beverages,,,,,,,,,,aquafina drinking water
beverages,,,,,,,,,,aquafina drinking water
Beverages,brooke,,,brooke,5,brooke bond,5,brooke bond taaza,5,Brooke Bond Taaza Danedar Tea 400gm
Beverages,,,,,,,,,,Brooke Bond Taaza Danedar Tea 200gm
Beverages,,,,,,,,,,Brooke Bond Taaza Danadar Tea 100gm
Beverages,,,,,,,,,,Brooke Bond Taaza Black Tea Bags 95gm
beverages,,,,,,,,,,brooke bond taaza tea
Beverages,smc,,,smc,5,smc plus,2,smc plus orange,1,SMC Plus Orange Drinks 250ml
Beverages,,,,,,,,smc plus lemon,1,SMC Plus Lemon Drinks 250ml
baby care,,,,,,smc smile,2,smc smile baby,2,smc smile baby diaper pants s (4-8 kg)
baby care,,,,,,,,,,smc smile baby wipes
beverages,,,,,,smc taste,1,smc taste me,1,smc taste me mango instant drink powder
Personal care,blue lady,,,blue,5,blue lady,3,blue lady ed,1,Blue Lady ED Parfum 40ml
Personal care,,,,,,,,blue lady deodorant,1,Blue Lady Deodorant Body Spray 200ml
Personal care,,,,,,,,blue lady 2,1,Blue Lady 2 Pour Deodorant Body Spray 200ml
snacks,,,,,,blue diamond,2,blue diamond almonds,2,blue diamond almonds bold habanero bbq
snacks,,,,,,,,,,blue diamond almonds honey roasted
Personal care,L'Oreal,,,l,5,l oreal,4,l oreal casting,2,L'Oreal Casting 200 Ebony Black 21gm(+)24ml
Personal care,,,,,,,,,,L'Oreal Casting 316 Burgundy 21gm+24ml
Personal care,,,,,,,,l oreal extra,1,L'Oreal Extra Oil Nourish Shampoo 340ml India
Personal care,,,,,,,,l oreal elvive,1,L'oreal Elvive Colour Protect Shampoo 400ml EG
Personal care,,,,,,l or�,1,l or� al,1,L'Oréal Paris Total Repair 5 Shampoo 340ml
Personal care,watsons,,,watsons,5,watsons mint,1,watsons mint dental,1,Watsons Mint Dental Flossers 50Pcs
Personal care,,,,,,watsons dental,1,watsons dental flossers,1,Watsons Dental Flossers 50Pcs
Personal care,,,,,,watsons charcoal,1,watsons charcoal dental,1,Watsons Charcoal Dental Floss 50Pcs
Personal care,,,,,,watsons ladies,1,watsons ladies triple,1,Watsons Ladies Triple Blade 3 Razors
Personal care,,,,,,watsons men,1,watsons men twin,1,Watsons Men Twin Blade 2 Razors
Personal care,rs,,,rs,5,rs olive,3,rs olive oil,3,RS Olive Oil Pomace 250ml (Glass Bottle)
Personal care,,,,,,,,,,RS Olive Oil Pomace 135ml (Tin)
Personal care,,,,,,,,,,RS Olive Oil Pomace 100ml (Glass Bottle)
Personal care,,,,,,rs castor,1,rs castor oil,1,RS Castor Oil 90ml Spain
Personal care,,,,,,rs romace,1,rs romace olive,1,RS Romace Olive Oil Bottle 90ml
home & kitchen,,,one,one,5,one time,4,one time plastic,3,one time plastic spoon
home & kitchen,,,,,,,,,,one time plastic glass
home & kitchen,,,,,,,,,,one time plastic fork spoon
home & kitchen,,,,,,,,one time packaging,1,one time packaging tray
Personal care,,,,,,one man,1,one man show,1,One Man Show Body Spray 200ml
Personal care,everyuth,,,everyuth,5,everyuth neem,2,everyuth neem face,2,EverYuth Neem Face Wash 100gm
Personal care,,,,,,,,,,Everyuth Neem Face Wash 150g India
Personal care,,,,,,everyuth fruit,1,everyuth fruit face,1,EverYuth Fruit face wash 100gm
Personal care,,,,,,everyuth tulsi,1,everyuth tulsi turmeric,1,Everyuth Tulsi Turmeric Fach Wash 100gm
Personal care,,,,,,everyuth lemon,1,everyuth lemon cherry,1,Everyuth Lemon & Cherry Face Wash 150gm IN
Personal care,oral,,,oral,5,oral b,5,oral b essential,2,Oral-B Essential Floss 50ml
personal-care,,,,,,,,,,oral-b essential dental floss 50 mtr
personal-care,,,,,,,,oral b crisscross,1,oral-b crisscross toothbrush
personal-care,,,,,,,,oral b pro,1,oral-b pro health base medium
personal-care,,,,,,,,oral b 3d,1,oral-b 3d white mouth wash
Personal care,olay,,,olay,5,olay natural,2,olay natural white,2,OLAY Natural White Day Cream 50gm Thailand
Personal care,,,,,,,,,,OLAY Natural White Night Cream 50gm Thailand
Personal care,,,,,,olay regenerist,1,olay regenerist rn,1,Olay Regenerist RN Moist. Cream 50gm
Personal care,,,,,,olay total,1,olay total e7,1,Olay Total E7 Day Cream Normal 50gm SPF15
personal-care,,,,,,olay night,1,olay night moisturiser,1,olay night moisturiser total effects 7 in 1 anti ageing
Personal care,nature beauty,,,nature,5,nature beauty,5,nature beauty appricot,1,Nature Beauty Appricot Face Scrub 130ml
Personal care,,,,,,,,nature beauty milk,1,Nature Beauty Milk Face Wash 100ml
Personal care,,,,,,,,nature beauty neem,1,Nature Beauty Neem Face Wash 100ml
Personal care,,,,,,,,nature beauty fruity,1,Nature Beauty Fruity Beauty Bar 115gm
Personal care,,,,,,,,nature beauty niacinamide,1,Nature Beauty Niacinamide 10% Serum 30ml
Baby Care,lactogen,,,lactogen,5,lactogen 1,2,lactogen 1 400gm,1,Lactogen-1 400gm (Tin) New
Baby Care,,,,,,,,lactogen 1 350gm,1,Lactogen-1 350gm (BIB)
Baby Care,,,,,,lactogen 2,2,lactogen 2 400gm,1,Lactogen-2 400gm (Tin) New
Baby Care,,,,,,,,lactogen 2 350gm,1,Lactogen-2 350gm (BIB)
Baby Care,,,,,,lactogen 3,1,lactogen 3 400gm,1,Lactogen-3 400gm (Tin) New
Cleaning-supplies,eagle,,,eagle,5,eagle super,2,eagle super aerosol,2,Eagle Super Aerosol Insect Spray 475ml
Cleaning-supplies,,,,,,,,,,Eagle Super Aerosol Insect Spray 250ml
Cleaning-supplies,,,,,,eagle power,2,eagle power mega,2,Eagle Power Mega Booster Mosquito Coil (Buy2 Get1 Free)
Cleaning-supplies,,,,,,,,,,Eagle Power Mega Booster Mosquito Coil 10Pcs (Box)
Cleaning-supplies,,,,,,eagle insect,1,eagle insect powder,1,Eagle Insect Powder 100gm
cleaning-supplies,mortein,,,mortein,5,mortein mosquito,3,mortein mosquito repellent,2,mortein mosquito repellent insta vaporizer (machine + refill)
cleaning-supplies,,,,,,,,,,mortein mosquito repellent insta vaporizer refill
cleaning-supplies,,,,,,,,mortein mosquito killer,1,mortein mosquito killer aerosol spray
Cleaning-supplies,,,,,,mortein vaporizer,1,mortein vaporizer combi,1,Mortein Vaporizer Combi Pack 45 Night
cleaning-supplies,,,,,,mortein 2,1,mortein 2 in,1,mortein 2 in 1 mosquito & cockroach killer aerosol spray
Cleaning-supplies,atm,,,atm,5,atm air,3,atm air freshener,3,ATM Air Freshener Jasmin 70gm
Cleaning-supplies,,,,,,,,,,ATM Air Freshener Orchid 70gm
Cleaning-supplies,,,,,,,,,,ATM Air Freshener Rose 70gm
Cleaning-supplies,,,,,,atm naphthalene,2,atm naphthalene ball,2,ATM Naphthalene Ball 100gm Thailand
Cleaning-supplies,,,,,,,,,,ATM Naphthalene Ball 50gm
Stationeries,sunlite,,,sunlite,5,sunlite heavy,4,sunlite heavy duty,4,Sunlite Heavy Duty Um-4 AAA 2Pack
Stationeries,,,,,,,,,,Sunlite Heavy Duty Red Um-3
stationeries,,,,,,,,,,sunlite heavy duty aa battery
stationeries,,,,,,,,,,sunlite heavy duty aaa battery
Stationeries,,,,,,sunlite battery,1,sunlite battery um,1,Sunlite Battery UM-4 Gold 2Pcs
Stationeries,,,glue,glue,5,glue gun,3,glue gun big,1,Glue Gun Big
Stationeries,,,,,,,,glue gun small,1,Glue Gun Small
home & kitchen,,,,,,,,glue gun stick,1,glue gun stick 11 inch white
Stationeries,,,,,,glue stick,2,glue stick small,2,Glue Stick Small
Stationeries,,,,,,,,,,Glue Stick Small
meat & fish,shutkiz,,,shutkiz,5,shutkiz chatgaiya,5,shutkiz chatgaiya chingri,2,shutkiz chatgaiya chingri balachao
meat & fish,,,,,,,,,,shutkiz chatgaiya chingri balachao
meat & fish,,,,,,,,shutkiz chatgaiya naga,2,shutkiz chatgaiya naga balachao
meat & fish,,,,,,,,,,shutkiz chatgaiya naga balachao
meat & fish,,,,,,,,shutkiz chatgaiya mix,1,shutkiz chatgaiya mix balachao
dairy & eggs,cowhead,,,cowhead,5,cowhead uht,2,cowhead uht pure,1,cowhead uht pure milk (omega-3)
dairy & eggs,,,,,,,,cowhead uht milk,1,cowhead uht milk low fat
dairy & eggs,,,,,,cowhead instant,1,cowhead instant milk,1,cowhead instant milk powder
dairy & eggs,,,,,,cowhead pure,1,cowhead pure uht,1,cowhead pure uht milk
dairy & eggs,,,,,,cowhead slim,1,cowhead slim fat,1,cowhead slim fat free milk
candy & chocolate,cavendish,,,cavendish,5,cavendish harvey,5,cavendish harvey candy,3,cavendish & harvey candy wild berry drops
candy & chocolate,,,,,,,,,,cavendish & harvey candy citrus fruit drops
candy & chocolate,,,,,,,,,,cavendish & harvey candy fruity orange
candy & chocolate,,,,,,,,cavendish harvey sour,1,cavendish & harvey sour cherry candy poly
candy & chocolate,,,,,,,,cavendish harvey butterscotch,1,cavendish & harvey butterscotch drops
beverages,bruvana,,,bruvana,5,bruvana sports,5,bruvana sports electrolyte,5,bruvana sports+ electrolyte beverage (lemon flavor)
beverages,,,,,,,,,,bruvana sports+ electrolyte beverage (pineapple flavor)
beverages,,,,,,,,,,bruvana sports+ electrolyte beverage (litchi flavor)
beverages,,,,,,,,,,bruvana sports+ electrolyte beverage (litchi flavor)
beverages,,,,,,,,,,bruvana sports+ electrolyte beverage (mango flavor)
beverages,fontana,,,fontana,5,fontana mango,1,fontana mango juice,1,fontana mango juice
beverages,,,,,,fontana pineapple,1,fontana pineapple juice,1,fontana pineapple juice
beverages,,,,,,fontana orange,1,fontana orange juice,1,fontana orange juice
beverages,,,,,,fontana grape,1,fontana grape juice,1,fontana grape juice
beverages,,,,,,fontana apple,1,fontana apple juice,1,fontana apple juice
personal-care,radiant,,,radiant,5,radiant raxoll,5,radiant raxoll antibacterial,5,radiant raxoll antibacterial soap (moisture)
personal-care,,,,,,,,,,radiant raxoll antibacterial soap (active)
personal-care,,,,,,,,,,radiant raxoll antibacterial soap (sport)
personal-care,,,,,,,,,,radiant raxoll antibacterial soap (moisture)
personal-care,,,,,,,,,,radiant raxoll antibacterial soap (active)
personal-care,beauty formulas,,,beauty,5,beauty formulas,5,beauty formulas tea,2,beauty formulas tea tree facial wash
personal-care,,,,,,,,,,beauty formulas tea tree nose pore strips
personal-care,,,,,,,,beauty formulas aloe,1,beauty formulas aloe vera wax strips
personal-care,,,,,,,,beauty formulas vitamin,1,beauty formulas vitamin e wax strips
personal-care,,,,,,,,beauty formulas charcoal,1,beauty formulas charcoal detox cleanser
baby care,biomil,,,biomil,5,biomil 2,2,biomil 2 milk,2,biomil 2 milk powder (6-12 months)
baby care,,,,,,,,,,biomil 2 milk (6-12 months) tin
baby care,,,,,,biomil ar,1,biomil ar infants,1,biomil ar (infants)
baby care,,,,,,biomil 1,1,biomil 1 milk,1,biomil 1 milk powder (0-6 months)
baby care,,,,,,biomil 3,1,biomil 3 follow,1,biomil 3 follow-up milk formula powder (1-2 y)
stationeries,,,court,court,5,court file,5,court file orange,1,court file (orange)
stationeries,,,,,,,,court file red,1,court file (red)
stationeries,,,,,,,,court file blue,1,court file (blue)
stationeries,,,,,,,,court file yellow,1,court file (yellow)
stationeries,,,,,,,,court file,1,court file
baking & flour,,sweet ball white,,sweet,4,sweet ball,2,sweet ball golden,1,sweet ball golden
baking & flour,,,,,,,,sweet ball white,1,sweet ball white
Fruits,,sweet orange,,,,sweet orange,1,sweet orange china,1,Sweet Orange (China)
Vegetables,,sweet corn,,,,sweet corn,1,sweet corn,1,Sweet Corn
Vegetables,,lomba,,lomba,4,lomba lebu,2,lomba lebu lemon,1,Lomba Lebu (Lemon Long)
vegetables,,,,,,,,lomba lebu long,1,lomba lebu (long lemon)
Vegetables,,,,,,lomba begun,1,lomba begun beguni,1,Lomba Begun-Beguni (Brinjal Long)
vegetables,,,,,,lomba kalo,1,lomba kalo begun,1,lomba kalo begun (long brinjal black) ± 25 gm
Vegetables,,lau,,lau,4,lau bottle,2,lau bottle gourd,2,Lau (Bottle Gourd)
vegetables,,,,,,,,,,lau (bottle gourd)
Vegetables,,,,,,lau shak,2,lau shak bottle,1,Lau Shak (Bottle Gourd Spinach) Per Bunch
vegetables,,,,,,,,lau shak sweet,1,lau shak (sweet bitter melon leaves)
Vegetables,,mula,,mula,4,mula radish,2,mula radish,1,Mula (Radish)
vegetables,,,,,,,,mula radish �,1,mula (radish) ± 25 gm
Vegetables,,,,,,mula shak,2,mula shak radish,2,Mula Shak (Radish Spinach) Per Bunch
vegetables,,,,,,,,,,mula shak (radish spinach)
vegetables,,roshun,,roshun,4,roshun garlic,3,roshun garlic imported,2,roshun (garlic imported) ± 25 gm
vegetables,,,,,,,,,,roshun (garlic imported) ± 25 gm
Vegetables,,,,,,,,roshun garlic deshi,1,Roshun (Garlic) Deshi Loose Premium Kg
Vegetables,,,,,,roshun chinese,1,roshun chinese loose,1,Roshun Chinese Loose Kg
Meat & Fish,,pangas,,pangas,4,pangas fresh,3,pangas fresh local,3,Pangas Fresh Local Cultured (1.5-1.999 kg)
Meat & Fish,,,,,,,,,,Pangas Fresh Local Cultured 5kg+
Meat & Fish,,,,,,,,,,Pangas Fresh Local Cultured 2kg+
meat & fish,,,,,,pangas fish,1,pangas fish after,1,pangas fish after cutting ±50 gm
Meat & Fish,,pabda,,pabda,4,pabda fresh,2,pabda fresh local,2,Pabda Fresh Local Cultured (18-25 Pcs/kg)
Meat & Fish,,,,,,,,,,Pabda Fresh Local Cultured (30-40 Pcs/kg)
Meat & Fish,,,,,,pabda processed,1,pabda processed 18,1,Pabda Processed (18-25 Pcs/kg)
meat & fish,,,,,,pabda fish,1,pabda fish �,1,pabda fish ±30 gm
Meat & Fish,,koral,,koral,4,koral fresh,3,koral fresh local,3,Koral Fresh Local Captured (1.5-2.499 kg)
Meat & Fish,,,,,,,,,,Koral Fresh Local Captured (500-899 kg)
Meat & Fish,,,,,,,,,,Koral Fresh Local Captured (4-6.999 kg)
meat & fish,,,,,,koral fish,1,koral fish after,1,koral fish after cutting ± 50 gm
Snacks,hazrat alir,,,hazrat,4,hazrat alir,4,hazrat alir sweet,2,Hazrat Alir Sweet Bakorkhani 400gm
Snacks,,,,,,,,,,Hazrat Alir Sweet Bakorkhani 150gm
Dairy & Eggs,,,,,,,,hazrat alir cheese,1,Hazrat Alir Cheese 150gm
