Category,Title,Previous_price,Current_price,Unit,Stock
Cleaning-supplies,Trix Liquid Lemon 250ml,৳70,৳70,  Per Piece,Add to Bag
Cleaning-supplies,Kleeno Liquid Dishwash 500ml (Buy2 Get1 Free),৳280,৳280,  Per Piece,Add to Bag
Cleaning-supplies,Kleeno Dishwash Liquid Refill 250ml (Buy2 Get1 Free),৳130,৳130,  Per Piece,Add to Bag
Cleaning-supplies,Vim Dishwash Liquid 950(±)50ml,৳240,৳190,  Per Piece,Add to Bag
Cleaning-supplies,Vim Dish Wash Bar 325(±)25gm,৳40,৳37,  Per Piece,Add to Bag
Cleaning-supplies,Vim Dish Wash Powder 500gm,৳50,৳47,  Per Piece,Add to Bag
Cleaning-supplies,Vim Dish Wash Bar 125gm,৳15,৳13,  Per Piece,Add to Bag
Cleaning-supplies,Rok Liquid Dishwash 750ml (Buy1 Get250ml Refill Free),৳230,৳230,  Per Piece,Add to Bag
Cleaning-supplies,Rok Liquid Dishwash 250ml (Buy2 Get1 Free),৳150,৳150,  Per Piece,Add to Bag
Cleaning-supplies,Rok Dish Washing Liquid 500ml,৳150,৳150,  Per Piece,Add to Bag
Cleaning-supplies,Rok Scourer (Buy3 Get1 Free),৳105,৳105,  Per Piece,Add to Bag
Cleaning-supplies,Rok Dish Wash Steel Scourer 1Pcs,৳35,৳35,  Per Piece,Add to Bag
Cleaning-supplies,Rok Dish Cleaning Scrubber 1Pcs,৳18,৳18,  Per Piece,Add to Bag
Cleaning-supplies,D-Care Dish Washing Liquid 500ml (Buy1 Get250ml Free),৳145,৳145,  Per Piece,Add to Bag
Cleaning-supplies,D-Care Dish Washing Liquid 250ml (Buy2 Get1 Free),৳140,৳140,  Per Piece,Add to Bag
Cleaning-supplies,D-Care Dish Washing Bar 300gm (Buy2 Get100 Free),৳80,৳80,  Per Piece,Add to Bag
Cleaning-supplies,Wonder Liquid Dish Wash Refill 250ml,৳70,৳70,  Per Piece,Add to Bag
Cleaning-supplies,Cleanit Wonder Dishwash Bar 325gm,৳40,৳40,  Per Piece,Add to Bag
Cleaning-supplies,Wonder Dish Cleaning Scrubber 1Pcs,৳25,৳25,  Per Piece,Add to Bag
Cleaning-supplies,Wonder Dishwash Bar 100gm,৳12,৳12,  Per Piece,Add to Bag
Cleaning-supplies,Lizol Surface Cleaner Citrus 1Ltr.(±)25ml,৳300,৳300,  Per Piece,Add to Bag
Cleaning-supplies,Lizol Surface Cleaner Floral 1Ltr.(±)25ml,৳300,৳300,  Per Piece,Add to Bag
Cleaning-supplies,Lizol Floor Cleaner 500ml (Buy2 Save 40 tk),৳280,৳280,  Per Piece,Add to Bag
Cleaning-supplies,Lizol 3in1 Disinfectant Surface Cleaner Citrus 500ml,৳160,৳160,  Per Piece,Add to Bag
Cleaning-supplies,Lizol 3in1 Disinfectant Surface Cleaner Floral 500ml,৳160,৳160,  Per Piece,Add to Bag
Cleaning-supplies,Lizol 3in1 Disinfectant Surface Cleaner Lavender 500ml,৳160,৳160,  Per Piece,Add to Bag
Cleaning-supplies,Rok Lemon Floor Cleaner 900(±)100ml,৳295,৳295,  Per Piece,Add to Bag
Home & kitchen,Kiam Pressure Cooker Classic Prem. 5.5Ltr.,"৳1,906","৳1,906",  Per Piece,Add to Bag
Home & kitchen,Noah Casserole Glass Lid-28.5cm,"৳2,299","৳2,299",  Per Piece,Add to Bag
Home & kitchen,Noah Karai With Glass Lid-28.5cm,"৳1,749","৳1,749",  Per Piece,Add to Bag
Home & kitchen,Noah Ruti Tawa 28cm,"৳1,275","৳1,275",  Per Piece,Add to Bag
Home & kitchen,Noah Dosa Tawa-26cm,৳999,৳999,  Per Piece,Add to Bag
Home & kitchen,Comfy Double Comforter 233cm x 208cm,"৳2,900","৳2,900",  Per Piece,Add to Bag
Home & kitchen,RR Standard Comforter Double,"৳2,250","৳2,250",  Per Piece,Add to Bag
Home & kitchen,SS Standard Bed Sheet (King Size),৳850,৳850,  Per Piece,Add to Bag
Home & kitchen,Super Star AC LED Eye Safe 15W Bulb Patch,৳440,৳440,  Per Piece,Add to Bag
Home & kitchen,Super Star AC LED Eye Safe 12W Bulb Patch,৳400,৳400,  Per Piece,Add to Bag
Home & kitchen,AC LED 20W Day Light Bulb B22 Orlee,৳395,৳395,  Per Piece,Add to Bag
Home & kitchen,AC LED 20W Day Light Bulb E27 Orlee,৳395,৳395,  Per Piece,Add to Bag
Home & kitchen,SS PVC Tape 10Y White 0.15MM,৳29,৳29,  Per Piece,Add to Bag
Home & kitchen,Lacy's ZipWrap Cling Wrap 30cmX60m,৳435,৳435,  Per Piece,Add to Bag
Home & kitchen,Partex Cleen Hand Towel 150X2Ply (Box),৳85,৳85,  Per Piece,Add to Bag
Home & kitchen,Bashundhara Kitchen Towel Double Pack (White),৳160,৳160,  Per Piece,Add to Bag
Home & kitchen,Bashundhara Kitchen Towel Single Pack (White),৳85,৳85,  Per Piece,Add to Bag
Home & kitchen,Supta Chopsticks Bamboo,৳99,৳99,  Per Piece,Add to Bag
Home & kitchen,Massalama Lusni 4Pcs,৳65,৳65,  Per Piece,Add to Bag
Home & kitchen,Led Temp Flask,৳500,৳500,  Per Piece,Add to Bag
Home & kitchen,3 Layer Cosmo Food Carrier 1.0Ltr.,৳480,৳480,  Per Piece,Add to Bag
Home & kitchen,Thermo Smart Bottle 400ml,৳150,৳150,  Per Piece,Add to Bag
Home & kitchen,Pureit Classic Germ Kill Kit 3000Ltr.,"৳1,400","৳1,400",  Per Piece,Add to Bag
Home & kitchen,Pureit Classic Device (Blue) 23Ltr.,"৳4,999","৳4,999",  Per Piece,Add to Bag
Home & kitchen,Vision Blender VSBLS25,"৳2,500","৳2,500",  Per Piece,Add to Bag
Home & kitchen,Noah Blender 888,"৳1,899","৳1,899",  Per Piece,Add to Bag
Home & kitchen,Electric Kettle 1.8Ltr.,"৳1,380","৳1,380",  Per Piece,Add to Bag
Home & kitchen,Imp Fiber Pillow Premium (Buy1 Get1 Free),৳650,৳650,  Per Piece,Add to Bag
Home & kitchen,Sparkle RDF 6in White+Sky Blue,"৳1,595","৳1,595",  Per Piece,Add to Bag
Home & kitchen,Sparkle RDF 6in Light Sky Blue,"৳1,595","৳1,595",  Per Piece,Add to Bag
Home & kitchen,Sparkle RDF 6in Light Olive,"৳1,595","৳1,595",  Per Piece,Add to Bag
Home & kitchen,EV Storage Container 3Pcs Set,৳425,৳425,  Per Piece,Add to Bag
Home & kitchen,Noah Pressure Cooker 5.5Ltr.,"৳1,785","৳1,785",  Per Piece,Add to Bag
Home & kitchen,Noah Rice Cooker S.Pot DS 1.8Ltr.,"৳2,999","৳2,999",  Per Piece,Add to Bag
Home & kitchen,Noah Frypan Without Lid 24.5cm,"৳1,075","৳1,075",  Per Piece,Add to Bag
Home & kitchen,Noah Frypan With Glass Lid 26.5cm,"৳1,389","৳1,389",  Per Piece,Add to Bag
Home & kitchen,Noah Karai With Glass Lid 22.5cm,"৳1,250","৳1,250",  Per Piece,Add to Bag
Home & kitchen,Noah Karai With Glass Lid 26.5cm,"৳1,589","৳1,589",  Per Piece,Add to Bag
Home & kitchen,Noah Milk Pot Glass Lid 16.5cm,৳899,৳899,  Per Piece,Add to Bag
Home & kitchen,Super Classic Bed Sheet (King Size),৳899,৳899,  Per Piece,Add to Bag
Home & kitchen,Unique Easy Water Bottle 1.5Ltr.,৳180,৳180,  Per Piece,Add to Bag
Home & kitchen,Bath Towel Soft New,৳400,৳400,  Per Piece,Add to Bag
Home & kitchen,Tray-1101,৳400,৳400,  Per Piece,Add to Bag
Home & kitchen,FT Sunshine Water Bottle,৳180,৳180,  Per Piece,Add to Bag
Home & kitchen,Karmo M.Fibre Premium Comforter,"৳2,900","৳2,900",  Per Piece,Add to Bag
Home & kitchen,Welburg Kabab Koila Packet,৳198,৳198,  Per Piece,Add to Bag
Stationeries,Sony Alkaline Battery AA 2Pcs,৳185,৳185,  Per Piece,Add to Bag
Stationeries,Sony Alkaline Battery AAA 2Pcs,৳199,৳199,  Per Piece,Add to Bag
Stationeries,Maxell Alkaline AAA 2Pcs,৳199,৳199,  Per Piece,Add to Bag
Stationeries,Sunlite Heavy Duty Um-4 AAA 2Pack,৳30,৳30,  Per Piece,Add to Bag
Stationeries,Sunlite Heavy Duty Red Um-3,৳20,৳20,  Per Piece,Add to Bag
Stationeries,Supta High Lighter JZ-606,৳45,৳45,  Per Piece,Add to Bag
Stationeries,White Writing Board,৳450,৳450,  Per Piece,Add to Bag
Stationeries,Zinix Jumbo Color Pencil Cp 210,৳410,৳410,  Per Piece,Add to Bag
Stationeries,Supta Water Colour Big,৳150,৳150,  Per Piece,Add to Bag
Stationeries,Glue Gun Big,৳360,৳360,  Per Piece,Add to Bag
Stationeries,Glue Gun Small,৳300,৳300,  Per Piece,Add to Bag
Stationeries,Glue Stick Small,৳30,৳30,  Per Piece,Add to Bag
Stationeries,Glue Stick Small,৳22,৳22,  Per Piece,Add to Bag
Stationeries,Tape 1/2 Inch Big,৳20,৳20,  Per Piece,Add to Bag
Stationeries,Himi Kids Table,৳575,৳575,  Per Piece,Add to Bag
Stationeries,Bornomala Designed Sharpner,৳35,৳35,  Per Piece,Add to Bag
Stationeries,Sunlite Battery UM-4 Gold 2Pcs,৳36,৳36,  Per Piece,Add to Bag
Stationeries,Supta Note Book,৳99,৳99,  Per Piece,Add to Bag
Stationeries,Supta Note Book D-1008,৳215,৳215,  Per Piece,Add to Bag
Stationeries,Supta Kids Book Small,৳99,৳99,  Per Piece,Add to Bag
Stationeries,SS School Bag Playgroup,৳999,৳999,  Per Piece,Add to Bag
Stationeries,Zinix PS234 Appale Sharpner,৳10,৳10,  Per Piece,Add to Bag
Stationeries,Zinix PS235 Plane Sharpner,৳10,৳10,  Per Piece,Add to Bag
