Category,Title,Currency,Previous_price,Current_price,Unit
Fruits,Shagor Kola (Banana Sagor),৳,55,49,4 pcs
Fruits,Banana Chompa (Ready To Eat),৳,35,29,4 pcs
Fruits,Bangla Kola,৳,55,45,4 pcs
Fruits,Guava Premium (± 50 gm),৳,119,119,1 kg
Fruits,Malta ± 50 gm,৳,340,329,1 kg
Fruits,Daab (Green Coconut),৳,149,129,each
Fruits,Paka Pape ± 50 gm,৳,195,179,1 kg
Fruits,Narikel (Coconut),৳,159,159,each
Fruits,Dalim (Pomegranate),৳,269,269,2 pcs
Fruits,Komola (Orange) Imported ± 50 gm,৳,399,399,1 kg
Fruits,Shada Nashpati ± 50 gm (Pear White),৳,199,199,2 pcs
Fruits,China Fuji Apple ± 50 gm,৳,399,399,1 kg
Fruits,Gala Apple ± 50 gm,৳,439,439,1 kg
Fruits,Anaros (Pineapple),৳,90,85,each
Fruits,Dragon Fruit Local (± 50 gm),৳,399,349,1 kg
Fruits,Pomegranate Peeled (± 50 gm),৳,459,419,300 gm
Fruits,Bel (Wood Apple),৳,99,99,each
Fruits,Watermelon Medium 4 kg + (Tormuj),৳,320,279,each
Fruits,Banana Sobri,৳,59,49,4 pcs
Fruits,Sobuj Angur (Green Grapes) ± 12 gm,৳,140,99,250 gm
Fruits,Amloki (Amla) ± 12 gm,৳,100,89,250 gm
Fruits,Green Apple ± 50 gm,৳,439,419,1 kg
Fruits,Sofeda (Sapodilla),৳,189,149,1 kg
Fruits,Orange Indian (± 50 gm),৳,369,369,1 kg
Fruits,Watermelon Small 3 kg + (Tormuj),৳,249,199,each
Fruits,Strawberry,৳,299,269,500 gm
Fruits,Watermelon Large 5 kg + (Tormuj),৳,400,349,each
Fruits,Watermelon (Tormuj) 6 kg+,৳,429,419,each
Vegetables,Potato Regular (± 50 gm),৳,24,24,1 kg
Vegetables,Coriander Leaves (Dhonia Pata) ± 10 gm,৳,20,15,100 gm
Vegetables,Red Tomato ± 25 gm,৳,30,25,500 gm
Vegetables,Roshun (Garlic Imported) ± 25 gm,৳,119,109,500 gm
Vegetables,Fulkopi (Cauliflower),৳,80,65,each
Vegetables,Kacha Morich (Green Chilli) ±12 gm,৳,45,35,250 gm
Vegetables,Lal Alu (Red Potato Cardinal) ± 50 gm,৳,25,25,1 kg
Vegetables,Ada (Imported Ginger) ± 25 gm,৳,100,89,500 gm
Vegetables,Lal Shak (Red Spinach),৳,29,19,1 bundle
Vegetables,Lomba Lebu (Long Lemon),৳,99,69,4 pcs
Vegetables,Deshi Shosha (Local Cucumber) ± 25 gm,৳,40,35,500 gm
Vegetables,Kacha Morich (Green Chilli) ± 12 gm,৳,20,15,100 gm
Vegetables,Palong Shak (Palong Spinach),৳,25,19,1 bundle
Vegetables,Deshi Roshun (Garlic Local) ±25 gm,৳,59,49,500 gm
Vegetables,Flat Bean (Sheem),৳,55,45,500 gm
Vegetables,Deshi Ada (Local Ginger) ± 25 gm,৳,99,79,500 gm
Vegetables,Badhakopi (Cabbage),৳,55,39,each
Vegetables,Kacha Pepe (Green Papaya) ± 70 gm,৳,69,55,1.4 kg
Vegetables,Shosha (Cucumber) ± 25 gm,৳,35,35,500 gm
Vegetables,Misti Kumra Fali (Sweet Pumpkin Slice) ± 40 gm,৳,55,45,1 kg
Vegetables,Gol Lebu (Round Lemon),৳,85,69,4 pcs
Vegetables,Green Capsicum ± 15 gm,৳,59,49,300 gm
Vegetables,Misti Alu (Sweet Potato) ± 25 gm,৳,45,29,500 gm
Vegetables,Kolmi Shak (Water Spinach),৳,19,15,1 bundle
Vegetables,Lomba Kalo Begun (Long Brinjal Black) ± 25 gm,৳,45,45,500 gm
Vegetables,Beetroot ±25 gm,৳,39,39,500 gm
Vegetables,Mula (Radish) ± 25 gm,৳,35,35,500 gm
Vegetables,Lau (Bottle Gourd),৳,79,79,each
Vegetables,Lal Alu (Red Potato) ± 25 gm,৳,25,25,500 gm
Vegetables,Sobuj Gol Begun (Round Brinjals Green) ±35 gm,৳,75,59,700 gm
Vegetables,Chichinga (Snake Gourd) ± 25 gm,৳,49,49,500 gm
Vegetables,Kacha Kola (Banana Green),৳,65,49,4 pcs
Vegetables,Pudina Pata (Mint Leaves) ± 10 gm,৳,39,25,100 gm
Vegetables,Potato Regular (± 25 gm),৳,15,15,600 gm
Vegetables,Kochur Mukhi (Taro Roots) ± 25 gm,৳,45,45,500 gm
Vegetables,Ada (Imported Ginger) ± 25 gm,৳,50,45,250 gm
Vegetables,Roshun (Garlic Imported) ± 25 gm,৳,65,55,250 gm
Vegetables,Thankuni Pata (Pennywort Leaves),৳,15,9,1 bundle
Vegetables,Kalo Gol Begun (Round Brinjals Black) ±35 gm,৳,99,85,800 gm
Vegetables,Korola (Bitter Gourd) ± 25 gm,৳,65,65,500 gm
Vegetables,Uchche (Local Bitter Gourd) ± 25 gm,৳,85,55,500 gm
Vegetables,Lettuce Leaves ± 10 gm,৳,39,29,100 gm
Vegetables,Mula Shak (Radish Spinach),৳,19,19,1 bundle
Vegetables,Pui Shak (Pui Spinach),৳,45,45,1 bundle
Vegetables,Data Shak (Data Spinach),৳,29,19,1 bundle
Vegetables,Deshi Ada (Local Ginger) ± 25 gm,৳,55,45,250 gm
Vegetables,Deshi Roshun (Garlic Local) ±25 gm,৳,35,25,250 gm
Vegetables,Jali Kumra (Water Pumpkin),৳,79,65,each
Vegetables,Bombay Chilli,৳,45,45,5 pcs
Vegetables,Kochur Loti (Stolon Of Taro) ± 25 gm,৳,70,65,500 gm
Vegetables,Lau Shak (Sweet Bitter Melon Leaves),৳,55,55,1 bundle
Vegetables,Kacha Holud (Raw Turmeric) ± 12 gm,৳,55,45,250 gm
Vegetables,Dhundhul (Sponge Gourd) ±20 gm,৳,55,55,500 gm
Vegetables,Lemon Grass Stalk ± 12 gm,৳,149,75,250 gm
Vegetables,Paan (Betel Leaf),৳,45,39,20 pcs
Vegetables,Red Capsicum ±12 gm,৳,149,149,300 gm
Vegetables,Aloe Vera,৳,40,35,each
Vegetables,Mehendi Pata (Henna Leaves),৳,60,55,3 bundles
Vegetables,Yellow Capsicum ±15 gm,৳,149,149,300 gm
Vegetables,Banana Flower (Kolar Mocha),৳,65,55,each
Vegetables,Badhakopi Pata (Chinese Cabbage Leaves) 150 gm+,৳,49,35,each
Vegetables,Banana Stem (Kolar Thor),৳,39,39,each
Vegetables,Watteh Greens Red Amaranth Microgreen,৳,399,399,25 gm
Vegetables,Watteh Greens Radish Microgreen,৳,149,149,25 gm
Vegetables,Watteh Greens Mustard Microgreen,৳,149,149,25 gm
Vegetables,Deshi Peyaj (Local Onion) ± 50 gm,৳,49,39,1 kg
Vegetables,Deshi Gajor (Local Carrot) ± 25 gm,৳,29,29,500 gm
Vegetables,Boro Alu (Big Diamond Potato) ± 50 gm,৳,25,25,1 kg
Vegetables,Dheros (Ladies Finger) ± 25 gm,৳,65,49,500 gm
Vegetables,Deshi Peyaj (Local Onion) ± 25 gm,৳,25,25,500 gm
Vegetables,Potol (Pointed Gourd) ± 25 gm,৳,85,45,500 gm
Vegetables,Kalo Begun (Black Brinjals) ±50 gm,৳,59,45,600 gm
Vegetables,Borboti (Long Bean) ± 25 gm,৳,65,65,500 gm
Vegetables,Lal Peyaj (Onion Red) ± 25 gm,৳,45,45,500 gm
Vegetables,Green Tomato ± 20 gm,৳,35,35,500 gm
Vegetables,Deshi Khira (Local Cucumber),৳,69,65,1 kg
Vegetables,Flat Beans (Sheem) With Seeds,৳,99,99,1 kg
Vegetables,Misti Kumra (Sweet Pumpkin),৳,99,85,each
Vegetables,Long Coriander Leaves (Bilati Dhonia Pata) ± 10 gm,৳,35,25,100 gm
Vegetables,Shojne Data (Drumstick) ± 25 gm,৳,129,85,500 gm
Meat & Fish,Broiler Chicken Skin On ± 50 gm,৳,329,329,1 kg
Meat & Fish,Broiler Chicken Skin Off ± 50 gm,৳,359,359,1 kg
Meat & Fish,Broiler Chicken Skin Off ± 50 gm,৳,489,489,1.4 kg
Meat & Fish,Broiler Chicken Breast Boneless ± 50 gm,৳,629,629,1 kg
Meat & Fish,Broiler Chicken Breast Boneless ± 25 gm,৳,319,319,500 gm
Meat & Fish,Chicken Liver (Kolija) ± 25 gm,৳,199,139,500 gm
Meat & Fish,Broiler Chicken Thigh Boneless ± 50 gm,৳,499,419,1 kg
Meat & Fish,Broiler Chicken Skin On ± 50 gm,৳,465,459,1.4 kg
Meat & Fish,Bengal Meat Whole Chicken Curry Cut ± 50 gm,৳,465,465,1 kg
Meat & Fish,Broiler Chicken Drumsticks ± 50 gm (9-12 pcs),৳,499,499,1 kg
Meat & Fish,Bengal Meat Chicken Thigh Keema ± 50 gm,৳,635,635,1 kg
Meat & Fish,Chicken Liver Gizzard Mix,৳,319,239,1 kg
Meat & Fish,Broiler Chicken Thigh Boneless ± 25 gm,৳,219,219,500 gm
Meat & Fish,Broiler Chicken Wings (± 50 gm),৳,359,359,1 kg
Meat & Fish,Broiler Chicken Drumsticks ± 25 gm (6-8 pcs),৳,259,249,500 gm
Meat & Fish,Chaldal Premium Broiler Chicken Drumstick ± 50 gm,৳,299,299,500 gm
Meat & Fish,Chaldal Premium Roast Chicken ± 50 gm,৳,379,319,500 gm
Meat & Fish,Chaldal Premium Broiler Chicken Wings ± 50 gm,৳,219,219,500 gm
Meat & Fish,Chaldal Premium Broiler Chicken Thigh (Boneless) ± 50 gm,৳,419,279,500 gm
Meat & Fish,Chicken Keema (Net Weight ± 50 gm),৳,699,699,1 kg
Meat & Fish,Broiler Whole Chicken Leg Skin On (± 50 gm),৳,479,479,1 kg
Meat & Fish,Broiler Chicken Breast With Bone (± 50 gm),৳,539,539,1 kg
Meat & Fish,Live Cock Chicken (Processed) ± 25 gm,৳,365,359,500 gm
Meat & Fish,Chaldal Premium Broiler Chicken Drumstick ± 50 gm,৳,299,299,500 gm
Meat & Fish,Chaldal Premium Roast Chicken ± 50 gm,৳,379,319,500 gm
Meat & Fish,Chaldal Premium Broiler Chicken Wings ± 50 gm,৳,219,219,500 gm
Meat & Fish,Chaldal Premium Broiler Chicken Thigh (Boneless) ± 50 gm,৳,419,279,500 gm
Meat & Fish,Rui Fish After Cutting ±50 gm,৳,449,419,1 kg
Meat & Fish,Pabda Fish ±30 gm,৳,229,219,500 gm
Meat & Fish,Pangas Fish After Cutting ±50 gm,৳,329,259,1 kg
Meat & Fish,Kaski Fish ±15 gm,৳,199,139,250 gm
Meat & Fish,Koi Fish Processed ±50 gm,৳,395,379,1 kg
Meat & Fish,Mix Fish (Deshi) ± 30 gm,৳,319,229,500 gm
Meat & Fish,Shing Fish Processed ±30 gm,৳,379,289,500 gm
Meat & Fish,Gura Chingri (Shrimp) ±15 gm,৳,225,199,250 gm
Meat & Fish,Mola Fish Deshi ±15 gm,৳,169,169,250 gm
Meat & Fish,Telapiya Fish Processed ±50 gm,৳,329,319,1 kg
Meat & Fish,Ayer Fish After Cutting ±30 gm,৳,519,419,500 gm
Meat & Fish,Silver Carp Fish After Cutting ±50 gm,৳,339,249,1 kg
Meat & Fish,Catla Fish After Cutting ±70 gm,৳,689,649,1.5 kg
Meat & Fish,Deshi Sarputi Fish ±30 gm,৳,299,159,500 gm
Meat & Fish,Poa Fish ± 30 gm,৳,249,249,500 gm
Meat & Fish,Magur Fish Processed ±30 gm,৳,499,399,500 gm
Meat & Fish,Tengra Fish Deshi ±20 gm,৳,299,289,400 gm
Meat & Fish,PQS Chapila Fish Processed,৳,165,165,250 gm
Meat & Fish,Tatkini Fish ±30 gm,৳,299,139,500 gm
Meat & Fish,Rupchanda Fish Medium ±30 gm,৳,719,719,500 gm
Meat & Fish,Puti Fish ±15 gm,৳,200,169,250 gm
Meat & Fish,Shol Fish Processed ±50 gm,৳,1239,889,1 kg
Meat & Fish,Globe Pangus Fish Sliced ± 50 gm,৳,370,370,1 kg
Meat & Fish,Globe Koi Fish Processed ± 50 gm,৳,520,520,1 kg
Meat & Fish,Globe Telapia Fish Processed ± 50 gm,৳,375,375,1 kg
Meat & Fish,Mrigel Fish After Cutting ± 50 gm,৳,399,399,1 kg
Meat & Fish,Globe Pabda Fish Whole ±30 gm,৳,370,370,500 gm
Meat & Fish,Globe Deshi Mola Fish Processed (Headless) ±15 gm,৳,240,240,250 gm
Meat & Fish,Globe Deshi Puti Fish Processed ±15 gm,৳,145,145,250 gm
Meat & Fish,Globe White Fish Fillet (3-4 pcs) ±50 gm,৳,585,585,1 kg
Meat & Fish,PQS Halda Hawor Puti Block Fish Processed,৳,195,195,250 gm
Meat & Fish,PQS Halda Hawor Pabda Block Fish Processed,৳,260,260,250 gm
Meat & Fish,PQS Halda Hawor Shing Block Fish Processed,৳,240,240,250 gm
Meat & Fish,PQS Halda Hawor Mola Block Fish Processed,৳,285,285,250 gm
Meat & Fish,PQS Halda Hawor Kaski Block Fish Processed,৳,238,238,250 gm
Meat & Fish,Grass Carp Fish After Cutting ±50 gm,৳,359,329,1 kg
Meat & Fish,PQS Chikra Baim Fish Processed,৳,285,285,250 gm
Meat & Fish,PQS Chela Pata Fish Processed,৳,350,350,250 gm
Meat & Fish,PQS Bata Fish Processed,৳,190,190,250 gm
Meat & Fish,PQS Rohu Fish Processed,৳,235,235,250 gm
Meat & Fish,PQS Rani Fish Processed,৳,405,405,250 gm
Meat & Fish,PQS Mix Fish Processed,৳,210,210,250 gm
Meat & Fish,PQS Baila Fish Processed,৳,190,190,250 gm
Meat & Fish,PQS Tengra Fish Processed,৳,275,275,250 gm
Meat & Fish,Gulsha Fish Medium ±30 gm,৳,490,399,500 gm
Meat & Fish,Koral Fish After Cutting ± 50 gm,৳,1079,979,1 kg
Meat & Fish,Carfu Fish After Cutting ±50 gm,৳,439,399,1 kg
Meat & Fish,Boal Fish After Cutting ±50 gm,৳,899,829,1 kg
Meat & Fish,Baila Fish Medium ±30 gm,৳,549,399,500 gm
Meat & Fish,Whole Hilsha Fish (Asto Ilish) ±50 gm,৳,2919,2919,1.1 kg
Meat & Fish,Whole Hilsha Fish (Asto Ilish) ±50 gm,৳,3199,3199,1.2 kg
Meat & Fish,Whole Hilsha Fish (Asto Ilish) ± 50 gm,৳,2400,2269,900 gm
Meat & Fish,Live Rui Fish (Processed) ±50 gm,৳,449,439,1 kg
Meat & Fish,Whole Hilsha Fish (Asto Ilish) ±40 gm,৳,639,499,400 gm
Meat & Fish,Whole Hilsha Fish (Asto Ilish) ±50 gm,৳,1319,1039,600 gm
Meat & Fish,Whole Hilsha Fish (Asto Ilish) ± 40 gm,৳,2079,1799,800 gm
Meat & Fish,Whole Tuna Fish ±80 gm,৳,759,759,2 kg
Meat & Fish,Whole Hilsha Fish (Asto Ilish) ±50 gm,৳,1819,1699,700 gm
Meat & Fish,Tara Baim Fish ±30 gm,৳,579,579,500 gm
Meat & Fish,Broiler Chicken Skin On ± 50 gm,৳,329,329,1 kg
Meat & Fish,Broiler Chicken Skin Off ± 50 gm,৳,359,359,1 kg
Meat & Fish,Cock Chicken Skin Off ± 25 gm,৳,379,379,500 gm
Meat & Fish,Roast Chicken ± 10 gm,৳,219,219,275 gm
Meat & Fish,Beef Bone In ± 50 gm,৳,820,799,1 kg
Meat & Fish,Beef Boneless ± 25 gm,৳,600,589,500 gm
Meat & Fish,Beef Liver (Kolija),৳,479,419,500 gm
Meat & Fish,Broiler Chicken Breast Boneless ± 50 gm,৳,629,629,1 kg
Meat & Fish,Broiler Chicken Breast Boneless ± 25 gm,৳,319,319,500 gm
Meat & Fish,Beef Ribs (Shinar Mangsho),৳,820,799,1 kg
Meat & Fish,Chicken Liver (Kolija) ± 25 gm,৳,199,139,500 gm
Meat & Fish,Beef Bone In ± 20 gm,৳,205,199,250 gm
Meat & Fish,Broiler Chicken Thigh Boneless ± 50 gm,৳,499,419,1 kg
Meat & Fish,Beef Bone In (Net Weight ± 25 gm),৳,410,399,500 gm
Meat & Fish,Bengal Meat Whole Chicken Curry Cut ± 50 gm,৳,465,465,1 kg
Meat & Fish,Broiler Chicken Drumsticks ± 50 gm (9-12 pcs),৳,499,499,1 kg
Meat & Fish,Pigeon Meat,৳,199,199,each
Meat & Fish,Bengal Meat Beef Head Meat,৳,550,550,1 kg
Meat & Fish,Bengal Meat Beef Keema ± 50 gm,৳,1050,1050,1 kg
Meat & Fish,Bengal Meat Chicken Thigh Keema ± 50 gm,৳,635,635,1 kg
Meat & Fish,Beef Brain (Mogoz),৳,499,479,each
Meat & Fish,Mutton Paya,৳,249,199,5 pcs
Meat & Fish,Chicken Liver Gizzard Mix,৳,319,239,1 kg
Meat & Fish,Whole Deshi Chicken Skin Off ± 25 gm,৳,715,699,500 gm
Meat & Fish,Mutton Bone in (Khashi) ± 50 gm,৳,1199,1199,1 kg
Meat & Fish,Broiler Chicken Thigh Boneless ± 25 gm,৳,219,219,500 gm
Meat & Fish,Beef Keema,৳,605,599,500 gm
Meat & Fish,Quail Meat,৳,279,279,4 pcs
Meat & Fish,Broiler Chicken Wings (± 50 gm),৳,359,359,1 kg
Meat & Fish,Broiler Chicken Breast With Bone ± 25 gm,৳,235,235,500 gm
Meat & Fish,Halim Meat (Beef) ± 20 gm,৳,259,249,300 gm
Meat & Fish,Beef Head Meat Regular,৳,599,499,1 kg
Meat & Fish,Broiler Chicken Drumsticks ± 25 gm (6-8 pcs),৳,259,249,500 gm
Meat & Fish,Chaldal Premium Broiler Chicken Drumstick ± 50 gm,৳,299,299,500 gm
Meat & Fish,Mutton Brain (Mogoz),৳,499,279,2 pcs
Meat & Fish,Quail Meat,৳,149,149,2 pcs
Meat & Fish,Mutton Head Meat Regular (Net Weight ± 50 gm),৳,639,639,1 kg
Meat & Fish,Beijing Duck Meat After Cutting (Net Weight ± 50 gm),৳,1039,729,1 kg
Meat & Fish,Chaldal Premium Broiler Chicken Wings ± 50 gm,৳,219,219,500 gm
Meat & Fish,Chaldal Premium Broiler Chicken Thigh (Boneless) ± 50 gm,৳,419,279,500 gm
Meat & Fish,Whole Layer Chicken Skin Off (Net Weight ± 50 gm),৳,810,789,1330 gm
Meat & Fish,Chicken Keema (Net Weight ± 50 gm),৳,699,699,1 kg
Meat & Fish,Broiler Whole Chicken Leg Skin On (± 50 gm),৳,479,479,1 kg
Meat & Fish,Broiler Chicken Breast With Bone (± 50 gm),৳,539,539,1 kg
Meat & Fish,Beef Paya ± 100 gm,৳,1129,1129,2 kg
Meat & Fish,Mutton Paya,৳,499,379,10 pcs
Meat & Fish,Bengal Meat Beef Paya,৳,1120,1120,2 kg
Meat & Fish,Live Cock Chicken (Processed) ± 25 gm,৳,365,359,500 gm
Meat & Fish,Whole Deshi Duck Skin On (Net Weight ± 50 gm),৳,849,759,900 gm
Meat & Fish,Beef Tripe (Vuri),৳,429,429,1 kg
Meat & Fish,Deshi Duck With Skin After Cutting (Net Weight ± 50 gm),৳,899,799,1 kg
Meat & Fish,Cow Lungs ± 25 gm,৳,349,249,500 gm
Meat & Fish,Welcome Light Meat Tuna In Sunflower Oil (Flake),৳,190,190,170 gm
Meat & Fish,King Bell Tuna Salad Vegetables,৳,320,320,170 gm
Meat & Fish,King Bell Tuna Salad In Tomato Sauce,৳,310,310,170 gm
Meat & Fish,Nautilus Lite Sandwich Tuna In Spring Water,৳,429,429,165 gm
Meat & Fish,Nautilus Sandwich Tuna In Soybean Oil,৳,330,319,165 gm
Meat & Fish,King Bell Light Meat Tuna Vegetable Oil,৳,310,310,185 gm
Meat & Fish,Achari Shrimp Balachao,৳,260,260,150 gm
Meat & Fish,Achari Shrimp Balachao,৳,670,670,400 gm
Meat & Fish,Shutkiz Chatgaiya Chingri Balachao,৳,250,250,125 gm
Meat & Fish,Kazi Farms Kitchen Shrimp Small Dried Fish,৳,260,260,125 gm
Meat & Fish,Balachaw (Dry Prawn Chutney),৳,330,330,250 gm
Meat & Fish,Shutkiz Chatgaiya Mix Balachao,৳,425,425,200 gm
Meat & Fish,Shutkiz Chatgaiya Naga Balachao,৳,275,275,125 gm
Meat & Fish,Shutkiz Chatgaiya Naga Balachao,৳,425,425,200 gm
Meat & Fish,Shutkiz Chatgaiya Chingri Balachao,৳,390,390,200 gm
Dairy & Eggs,Pran Premium Ghee,৳,760,760,400 gm
Dairy & Eggs,Foodela Ghee,৳,390,390,200 gm
Dairy & Eggs,Foodela Ghee,৳,215,215,100 gm
Dairy & Eggs,Pran Premium Ghee,৳,190,190,100 gm
Dairy & Eggs,Aarong Dairy Pure Ghee,৳,390,390,200 gm
Dairy & Eggs,Pran Premium Ghee,৳,350,350,200 gm
Dairy & Eggs,Radhuni Premium Ghee,৳,415,415,200 gm
Dairy & Eggs,Radhuni Premium Ghee,৳,225,225,100 gm
Dairy & Eggs,Meena sweets Ghee,৳,1075,1075,500 gm
Dairy & Eggs,Farm Fresh Ghee,৳,1650,1650,1 kg
Dairy & Eggs,Farm Fresh Ghee,৳,800,800,450 gm
Dairy & Eggs,Sun Premium Ghee,৳,425,425,200 gm
Dairy & Eggs,Aseel Vegetable Ghee,৳,750,750,500 gm
Dairy & Eggs,Aarong Dairy Pure Ghee,৳,1735,1735,900 gm
Dairy & Eggs,Fresh Instant Full Cream Milk Powder,৳,480,480,500 gm
Dairy & Eggs,Fresh Instant Full Cream Milk Powder,৳,950,950,1 kg
Dairy & Eggs,Nestle Nido Fortigrow Full Cream Milk Powder,৳,430,430,350 gm
Dairy & Eggs,Starship Full Cream Milk Powder,৳,375,375,500 gm
Dairy & Eggs,Starship Full Cream Milk Powder,৳,710,710,1 kg
Dairy & Eggs,Marks Full Cream Milk Powder Poly,৳,480,480,500 gm
Dairy & Eggs,Dano Daily Pushti Milk Powder,৳,400,400,500 gm
Dairy & Eggs,Dano Power Full Cream Milk Powder,৳,480,480,500 gm
Dairy & Eggs,Dano Daily Pushti Milk Powder,৳,770,770,1 kg
Dairy & Eggs,Marks Full Cream Milk Powder Poly,৳,950,950,1 kg
Dairy & Eggs,Dano Power Full Cream Milk Powder,৳,950,950,1 kg
Dairy & Eggs,Nestle Nido Family Choice Milk Powder Pouch,৳,480,480,500 gm
Dairy & Eggs,Nestle Nido Fortigrow Full Cream Milk Powder,৳,810,810,700 gm
Dairy & Eggs,Nestle Nido School Age (5+ Years) Powder Milk,৳,480,480,350 gm
Dairy & Eggs,Goalini Full Cream Milk Powder,৳,460,460,500 gm
Dairy & Eggs,Nestle Nido Fortigrow Full Cream Milk Powder Tin,৳,1400,1400,1 kg
Dairy & Eggs,AMA Full Cream Milk Powder,৳,440,440,500 gm
Dairy & Eggs,Farm Fresh Full Cream Milk Powder,৳,475,475,500 gm
Dairy & Eggs,Fresh Dessert Milk Powder,৳,750,750,1 kg
Dairy & Eggs,Goalini Full Cream Milk Powder,৳,910,910,1 kg
Dairy & Eggs,Marks Milk Powder Tin,৳,1300,1300,1 kg
Dairy & Eggs,Danish Full Cream Milk Powder,৳,945,945,1 kg
Dairy & Eggs,Cowhead Instant Milk Powder,৳,3700,3700,1.8 kg
Dairy & Eggs,Fresh Insta Milk Powder,৳,480,480,500 gm
Dairy & Eggs,Marks Active School 2 in 1 Chocolate Milk Powder,৳,425,425,400 gm
Dairy & Eggs,Pran Full Cream Milk Powder,৳,840,840,1 kg
Dairy & Eggs,Marks Young Star (16-40 years),৳,425,425,400 gm
Dairy & Eggs,Nestle Nido Fortigrow Full Cream Milk Powder Tin,৳,3400,3400,2.5 kg
Dairy & Eggs,Marks Active School Milk Powder,৳,425,425,400 gm
Dairy & Eggs,Aarong Dairy Pasteurized Liquid Milk,৳,105,105,1 ltr
Dairy & Eggs,Pran UHT Milk,৳,30,30,200 ml
Dairy & Eggs,Pran Pasteurized Full Cream Liquid Milk,৳,100,100,1 ltr
Dairy & Eggs,Aarong Dairy Full Cream Milk Powder,৳,460,460,500 gm
Dairy & Eggs,Aarong Dairy Laban,৳,75,75,500 ml
Dairy & Eggs,Danish Ayran Pasteurized Full Cream Liquid Milk,৳,140,140,1 ltr
Dairy & Eggs,Aarong Dairy Matha,৳,35,35,200 ml
Dairy & Eggs,Danish Ayran Pasteurized Full Cream Liquid Milk,৳,255,255,2 ltr
Dairy & Eggs,Pran Mango Flavored Milk (Pouch),৳,25,25,150 ml
Dairy & Eggs,Pran Chocolate Flavored Milk (Pouch),৳,25,25,150 ml
Dairy & Eggs,Aarong Dairy UHT Milk,৳,60,60,500 ml
Dairy & Eggs,Farm Fresh Pasteurized Full Cream Milk,৳,100,100,1 ltr
Dairy & Eggs,Pran UHT Milk,৳,130,130,1 ltr
Dairy & Eggs,Aarong Dairy Chocolate Milk Drink UHT,৳,35,35,200 ml
Dairy & Eggs,Aarong Dairy Mango Milk Drink UHT,৳,35,35,200 ml
Dairy & Eggs,Pran Low Fat UHT Milk,৳,150,150,1 ltr
Dairy & Eggs,Cowhead Pure UHT Milk,৳,399,399,1 ltr
Dairy & Eggs,Aarong Dairy Strawberry Yogurt Drink UHT Milk,৳,35,35,200 ml
Dairy & Eggs,Aarong Dairy Lassi,৳,40,40,200 ml
Dairy & Eggs,Marks Active School Belgian Chocolate Flavour Milk Shake,৳,40,40,200 ml
Dairy & Eggs,Marks Active School Cookie & Cream Flavour Milk Shake,৳,40,40,200 ml
Dairy & Eggs,Pran Kulfi Milk Drink,৳,30,30,200 ml
Dairy & Eggs,Pran Badam Milk Drink,৳,30,30,200 ml
Dairy & Eggs,Pran Chocolate Milk Drink,৳,30,30,200 ml
Dairy & Eggs,Pran Mango Milk Drink,৳,30,30,180 ml
Dairy & Eggs,Harvey Fresh UHT Low Fat Milk,৳,395,395,1 ltr
Dairy & Eggs,Arla UHT Milk Skimmed,৳,380,380,1 ltr
Dairy & Eggs,Cowhead Slim Fat Free Milk,৳,509,509,1 ltr
Dairy & Eggs,Cowhead UHT Pure Milk (Omega-3),৳,490,490,1 ltr
Dairy & Eggs,Cowhead UHT Milk Low Fat,৳,430,430,1 ltr
Dairy & Eggs,Aarong Dairy Sour Curd,৳,120,120,500 gm
Dairy & Eggs,Aarong Dairy Low Fat Yogurt (Sour),৳,110,110,500 gm
Dairy & Eggs,Aarong Dairy Sweetened Yogurt,৳,150,150,500 gm
Dairy & Eggs,Pran Sour Curd,৳,120,120,500 ml
Dairy & Eggs,Shokti+ Mishti Doi,৳,25,25,75 gm
Dairy & Eggs,Pran Sweetened Yogurt,৳,30,30,100 gm
Dairy & Eggs,Pran Drinking Yogurt,৳,30,30,200 ml
Dairy & Eggs,Aarong Dairy Roshogolla,৳,200,200,600 gm
Dairy & Eggs,Aarong Dairy Roshogolla (20±2 pcs),৳,350,350,1 kg
Dairy & Eggs,Aarong Dairy Austagram Cheese,৳,190,190,200 gm
Dairy & Eggs,Aarong Dairy Paneer,৳,200,200,200 gm
Dairy & Eggs,Aarong Dairy Cheese Cube Classic,৳,250,250,120 gm
Dairy & Eggs,Anchor Processed Cheddar Cheese 24 Slice,৳,785,785,400 gm
Dairy & Eggs,Anchor White Cheddar Block,৳,555,555,250 gm
Dairy & Eggs,Almarai Halloumi Cheese,৳,779,779,225 gm
Dairy & Eggs,Arla Herbs & Spices Cream Cheese,৳,420,420,150 gm
Dairy & Eggs,Grand'Or Danish Blue Cheese,৳,550,550,100 gm
Dairy & Eggs,Lactima Slice Cheese (12 Slice),৳,510,510,200 gm
Dairy & Eggs,Eru Slice Cheese Cheddar Herb (8 Slice),৳,790,790,150 gm
Dairy & Eggs,American Garden Popcorn Cheese,৳,400,400,273 gm
Dairy & Eggs,Aarong Dairy Cheese Spread Garlic,৳,300,300,180 gm
Dairy & Eggs,Aarong Dairy Cheese Spread Classic,৳,290,290,180 gm
Dairy & Eggs,Almarai spreadable Cream Cheese,৳,1290,1290,500 gm
Dairy & Eggs,Kraft Processed Cheddar Cheese Tin,৳,470,470,190 gm
Dairy & Eggs,Almarai Spreadable Cream Cheese,৳,669,669,200 gm
