Category,Title,Currency,Previous_price,Current_price,Unit
Personal-care,Christian Dean Secret Tone-Up Sun Cream,৳,551,551,70 ml
Personal-care,Dabur Gulabari Premium Rose Water,৳,45,45,60 ml
Personal-care,Neutrogena Deep Clean Blackhead Eliminating Daily Scrub,৳,1160,1160,100 gm
Personal-care,Himalaya Natural Glow Saffron Face Wash,৳,225,225,100 ml
Personal-care,Himalaya Pollution Detox Charcoal Face Wash,৳,225,225,100 ml
Personal-care,Himalaya Natural Glow Rose Face Wash,৳,225,225,100 ml
Personal-care,Pond's Pure Detox Face Wash,৳,120,120,50 gm
Personal-care,Earth Beauty & You Aloe Vera Face Wash,৳,180,180,100 ml
Personal-care,Pond's Face Wash Bright Beauty,৳,120,120,50 gm
Personal-care,Pond's Facewash Oil Control,৳,200,200,100 gm
Personal-care,Pierre Cardin Cleansing Gel,৳,1380,1380,150 ml
Personal-care,Clean & Clear Morning Energy Berry Blast Face Wash,৳,291,291,100 ml
Personal-care,Neutrogena Spot Controlling Facial Wash,৳,1440,1440,200 ml
Personal-care,Neutrogena Oil Balancing Facial Wash,৳,840,840,200 ml
Personal-care,YC Lemon & Honey Whitening Facial Scrub,৳,795,795,175 ml
Personal-care,Himalaya Aloevera Moisturizing Face Wash,৳,225,225,100 ml
Personal-care,Himalaya Fairness Kesar Face Wash,৳,225,225,100 ml
Personal-care,Boroplus Neem Face Wash,৳,130,130,50 ml
Personal-care,Biore Womens Acne Care Face Wash,৳,700,700,100 gm
Personal-care,Dove Face Wash Beauty Serum Sensitive,৳,330,330,130 gm
Personal-care,Biore Bright and Oil Clear Face Wash,৳,850,850,100 gm
Personal-care,Johnson's Daily Essential Face Care For Normal Skin,৳,900,900,150 ml
Personal-care,Neutrogena Spot Stress Control Daily Scrub,৳,1150,1150,150 ml
Personal-care,Neutrogena Pore & Shine Daily Scrub,৳,815,815,150 ml
Personal-care,Johnson's Daily Essential Face Care,৳,800,800,150 ml
Personal-care,Himalaya Oil Clear Face Wash Blueberry,৳,199,199,100 ml
Personal-care,Himalaya Oil Clear Face Wash Strawberry,৳,199,199,100 ml
Personal-care,Beauty Formulas Tea Tree Facial Wash,৳,850,850,150 ml
Personal-care,Glow & Lovely Instaglow Facewash with Multivitamins,৳,85,85,50 gm
Personal-care,Clean & Clear Morning Energy Face Wash Lemon,৳,247,247,50 ml
Personal-care,Clean & Clear Blackhead Daily Scrub Oil Free,৳,920,920,150 ml
Personal-care,Clean & Clear Morning Energy Face Wash Berry,৳,247,247,50 ml
Personal-care,Garnier Men Power White Double Action Face Wash,৳,415,415,100 gm
Personal-care,Pond's Face Wash Bright Beauty,৳,210,210,100 gm
Personal-care,Pond's Face Wash White Beauty,৳,120,120,50 gm
Personal-care,Pond's Nourishing Facial Scrub,৳,165,165,100 gm
Personal-care,Pond's Face Wash Daily,৳,85,85,50 gm
Personal-care,Himalaya Oil Clear Lemon Face Wash,৳,140,140,50 ml
Personal-care,Garnier Skin Active Micellar Cleansing Water,৳,630,630,125 ml
Personal-care,Garnier Pure Active Neem Face Wash,৳,390,390,100 gm
Personal-care,Nivea Female Roll On Dry Comfort,৳,240,240,50 ml
Personal-care,Layer'r Wottagirl Secret Crush Body Spray,৳,595,595,135 ml
Personal-care,Layer'r Shot Red Stallion Body Spray,৳,595,595,135 ml
Personal-care,Colour Me Women's Body Spray Pink,৳,775,775,150 ml
Personal-care,Clariss Fragrances Deodorant Infinite Girl,৳,495,495,100 ml
Personal-care,Lafz Premium Body Spray Dariush,৳,390,390,120 ml
Personal-care,Fa Roll On Aqua Auatic Fresh,৳,300,289,50 ml
Personal-care,Fa Roll On Sport,৳,350,259,50 ml
Personal-care,Fa Roll On Invisible Power,৳,350,289,50 ml
Personal-care,Lafz Ibadet Body Spray,৳,300,300,90 ml
Personal-care,Lafz Gul Wissal Body Spray,৳,294,294,100 ml
Personal-care,Layer'r Wottagirl Spell Bound Women's Body Spray,৳,425,425,135 ml
Personal-care,Layer'r Wottagirl Fresh Citrus Women's Body Spray,৳,595,595,135 ml
Personal-care,Enchanteur Pocket Perfume Romantic,৳,350,350,18 ml
Personal-care,Enchanteur Pocket Perfume Charming,৳,300,300,18 ml
Personal-care,Enchanteur Perfumed Deo Roll On Alluring,৳,500,500,50 ml
Personal-care,Royal Mirage Sport Perfume,৳,1750,1750,120 ml
Personal-care,Royal Mirage Sport Body Spray,৳,620,620,150 ml
Personal-care,Eternal Love Xlouis Women Body Spray,৳,780,780,200 ml
Personal-care,Layer'r Wottagirl Pure Paradise Body Spray,৳,545,545,135 ml
Personal-care,Layer'r Wottagirl Pink Angel Body Spray,৳,595,595,135 ml
Personal-care,Ossum Body Spray Teaser,৳,550,550,120 ml
Personal-care,Ossum Body Spray Desire,৳,550,550,120 ml
Personal-care,Ossum Body Spray Cherish,৳,550,550,120 ml
Personal-care,Ossum Body Spray Appeal,৳,550,550,120 ml
Personal-care,Ossum Body Mist Pleasere,৳,580,580,115 ml
Personal-care,Ossum Body Mist Blossom,৳,670,670,115 ml
Personal-care,Enchanteur Perfumed Deo Spary Gorgeous,৳,400,400,150 ml
Personal-care,Enchanteur Perfumed Deo Spary Charming,৳,400,400,150 ml
Personal-care,Enchanteur Perfumed Deo Roll On Charming,৳,280,280,50 ml
Personal-care,Colour Me Perfume Volt,৳,625,625,50 ml
Personal-care,Ossum Perfumed Body Mist Romance,৳,750,750,115 ml
Personal-care,Fogg Scent Women (I Am Queen),৳,900,900,100 ml
Personal-care,Layer'r Wattagirl Fresh Citrus Body Spray,৳,699,699,135 ml
Personal-care,Enchanteur Perfumed Deo Spary Romantic,৳,450,450,150 ml
Personal-care,Enchanteur Perfumed Deo Roll On Romantic,৳,380,339,50 ml
Personal-care,Brut Original Roll On,৳,520,520,50 ml
Personal-care,Nivea Pearl & Beauty Roll On,৳,240,240,50 ml
Personal-care,Layer'r Shot Power Play Body Spray,৳,595,595,135 ml
Personal-care,Fa Roll On Pink Passion,৳,350,269,50 ml
Personal-care,Go Fresh pocket Perfume Red Hot Fragrance,৳,130,130,17 ml
Personal-care,Go Fresh Pocket Perfume Miracle Fragrance,৳,130,130,17 ml
Personal-care,Go Fresh Pocket Perfume player Fragrance,৳,130,130,17 ml
Personal-care,Go Fresh Pocket Perfume Wild Game Fragrance,৳,130,130,17 ml
Personal-care,Go Fresh Pocket Perfume Secret Fragrance,৳,130,130,17 ml
Personal-care,Nivea Female Roll On Dry Comfort,৳,240,240,50 ml
Personal-care,Layer'r Wottagirl Secret Crush Body Spray,৳,595,595,135 ml
Personal-care,Layer'r Shot Red Stallion Body Spray,৳,595,595,135 ml
Personal-care,Colour Me Women's Body Spray Pink,৳,775,775,150 ml
Personal-care,Clariss Fragrances Deodorant Infinite Girl,৳,495,495,100 ml
Personal-care,Lafz Premium Body Spray Dariush,৳,390,390,120 ml
Personal-care,Fa Roll On Aqua Auatic Fresh,৳,300,289,50 ml
Personal-care,Fa Roll On Sport,৳,350,259,50 ml
Personal-care,Fa Roll On Invisible Power,৳,350,289,50 ml
Personal-care,Lafz Ibadet Body Spray,৳,300,300,90 ml
Personal-care,Lafz Gul Wissal Body Spray,৳,294,294,100 ml
Personal-care,Layer'r Wottagirl Spell Bound Women's Body Spray,৳,425,425,135 ml
Personal-care,Layer'r Wottagirl Fresh Citrus Women's Body Spray,৳,595,595,135 ml
Personal-care,Enchanteur Pocket Perfume Romantic,৳,350,350,18 ml
Personal-care,Enchanteur Pocket Perfume Charming,৳,300,300,18 ml
Personal-care,Enchanteur Perfumed Deo Roll On Alluring,৳,500,500,50 ml
Personal-care,Royal Mirage Sport Perfume,৳,1750,1750,120 ml
Personal-care,Royal Mirage Sport Body Spray,৳,620,620,150 ml
Personal-care,Eternal Love Xlouis Women Body Spray,৳,780,780,200 ml
Personal-care,Layer'r Wottagirl Pure Paradise Body Spray,৳,545,545,135 ml
Personal-care,Layer'r Wottagirl Pink Angel Body Spray,৳,595,595,135 ml
Personal-care,Ossum Body Spray Teaser,৳,550,550,120 ml
Personal-care,Ossum Body Spray Desire,৳,550,550,120 ml
Personal-care,Ossum Body Spray Cherish,৳,550,550,120 ml
Personal-care,Ossum Body Spray Appeal,৳,550,550,120 ml
Personal-care,Ossum Body Mist Pleasere,৳,580,580,115 ml
Personal-care,Ossum Body Mist Blossom,৳,670,670,115 ml
Personal-care,Enchanteur Perfumed Deo Spary Gorgeous,৳,400,400,150 ml
Personal-care,Enchanteur Perfumed Deo Spary Charming,৳,400,400,150 ml
Personal-care,Enchanteur Perfumed Deo Roll On Charming,৳,280,280,50 ml
Personal-care,Colour Me Perfume Volt,৳,625,625,50 ml
Personal-care,Ossum Perfumed Body Mist Romance,৳,750,750,115 ml
Personal-care,Fogg Scent Women (I Am Queen),৳,900,900,100 ml
Personal-care,Layer'r Wattagirl Fresh Citrus Body Spray,৳,699,699,135 ml
Personal-care,Enchanteur Perfumed Deo Spary Romantic,৳,450,450,150 ml
Personal-care,Enchanteur Perfumed Deo Roll On Romantic,৳,380,339,50 ml
Personal-care,Brut Original Roll On,৳,520,520,50 ml
Personal-care,Nivea Pearl & Beauty Roll On,৳,240,240,50 ml
Personal-care,Sirona Underarm Sweat Pads 12 pcs,৳,360,360,34 gm
Personal-care,Layer'r Shot Power Play Body Spray,৳,595,595,135 ml
Personal-care,Fa Roll On Pink Passion,৳,350,269,50 ml
Personal-care,Lux Body Wash French Rose & Almond Oil,৳,220,220,245 ml
Personal-care,Palmolive Aroma Forever Happy Body Wash For Women & Men,৳,650,599,250 ml
Personal-care,Dettol Skincare Bodywash (Free Loofah),৳,225,225,250 ml
Personal-care,Nivea Female Shower Gel Lemongrass & Oil,৳,700,700,250 ml
Personal-care,Natura Fresh Moisturizing Body Wash,৳,195,195,200 ml
Personal-care,Dettol Skincare Bodywash Refill,৳,125,125,170 ml
Personal-care,Dettol Lasting Fresh Bodywash Refill,৳,125,125,170 ml
Personal-care,"Dettol Lasting Fresh Bodywash (Scan, Run & Win)",৳,225,225,250 ml
Personal-care,YC Beautiful Day Body Shower Gel,৳,650,650,400 ml
Personal-care,Palmolive Body Wash Absolute Relaxing,৳,650,650,250 ml
Personal-care,Palmolive Aroma Morning Tonic Shower Gel,৳,650,650,250 ml
Personal-care,Palmolive Body Wash Luminous Oils,৳,650,650,250 ml
Personal-care,Dettol Fresh Antibacterial Bodywash Citrus & Orange Blossom,৳,350,350,250 ml
Personal-care,Rain Shower Refreshing Bath & Shower Gel,৳,260,260,250 ml
Personal-care,Biore Mens Hygienic Energy Shower Gel,৳,750,750,250 ml
Personal-care,Biore Mens Cool Energy Shower Gel,৳,750,750,250 ml
Personal-care,St. Ives Sooting Oatmeal & Shea Butters Body Wash,৳,1550,1550,400 ml
Personal-care,St. Ives Fresh Skin Apricot Body Wash,৳,850,850,400 ml
Personal-care,Lux Body Wash Bright Camellia,৳,1250,1250,500 ml
Personal-care,The Dermalix Rose Soothing Shower Gel,৳,350,350,250 ml
Personal-care,The Dermalix Lavender Refreshing Shower Gel,৳,350,350,250 ml
Personal-care,Palmolive Aroma Alluring Love Body Wash For Women&Men,৳,650,599,250 ml
Personal-care,Palmolive Aroma Sweet Delight Body Wash,৳,650,599,250 ml
Personal-care,Cerave Hydrating Cleanser,৳,2519,2519,236 ml
Personal-care,Neutrogena Deep Clean Facial Cleanser,৳,499,499,40 gm
Personal-care,Xpel Body Care Cleansing Charcoal Nose Strips (6 Strips),৳,250,250,each
Personal-care,Clean & Clear Lemon Facial Cleanser,৳,380,380,100 ml
Personal-care,Clean & Clear Daily Pore Cleanser,৳,450,450,100 ml
Personal-care,Garnier Skin Naturals Light Complete Serum Mask,৳,135,135,each
Personal-care,Beauty Formulas Charcoal Detox Cleanser,৳,460,460,150 ml
Personal-care,Cosrx Low PH Good Morning Gel Cleanser,৳,1249,1249,150 ml
Personal-care,Cetaphil Gentle Skin Cleanser,৳,1319,1319,125 ml
Personal-care,Cerave Foaming Cleanser,৳,1373,1373,88 ml
Personal-care,Ujjwala Care Gloss Hair Serum,৳,490,490,100 ml
Personal-care,Angelina Hyaluronic Booster,৳,160,160,60 ml
Personal-care,Lafz Luminous Skin Face Serum Alpha Arbutin,৳,1399,1399,30 ml
Personal-care,Xpel Tea Tree Essential Oil,৳,320,320,30 ml
Personal-care,Xpel Tea Tree Essential Oil,৳,250,250,10 ml
Personal-care,Garnier Skin Naturals Light Complete Serum Mask,৳,135,135,each
Personal-care,Garnier Bright Complete Serum Cream UV,৳,310,310,45 gm
Personal-care,Dove Face Wash Beauty Serum Sensitive,৳,330,330,130 gm
Personal-care,Beauty Formulas Tea Tree Nose Pore Strips,৳,220,220,6 pcs
Personal-care,TIAM Vita B3 Source Niacinamide Serum,৳,1179,1179,40 ml
Personal-care,The Ordinary AHA Peeling Solution,৳,2079,2079,30ml
Personal-care,The Ordinary Salicylic Acid,৳,1719,1719,30 ml
Personal-care,The Ordinary Face Serum Caffeine Solution,৳,1699,1699,30 ml
Personal-care,The Ordinary Face Serum Hyaluronic Acid,৳,1829,1829,30 ml
Personal-care,The Ordinary Face Serum Alpha Arbutin,৳,2069,2069,30 ml
Personal-care,The Ordinary Face Serum Niacinamide,৳,1229,1229,30 ml
Personal-care,I'm From Rice Toner,৳,2519,2519,150 ml
Personal-care,The Ordinary Hair Care Serum,৳,4369,4369,60 ml
Personal-care,Cosrx Advanced Snail 96 Mucin Power Essence Serum,৳,1888,1888,100 ml
Personal-care,AXIS-Y Dark Spot Correcting Glow Serum,৳,1594,1594,50 ml
Personal-care,Cetaphil Ceramide Serum,৳,4576,4576,30 ml
Personal-care,The Dermalix Acne Treatment Serum,৳,890,890,30ml
Personal-care,The Dermalix Brightening Serum,৳,890,890,30 ml
Personal-care,Dettol Bathing Soap Bar Skincare,৳,15,15,27 gm
Personal-care,Dettol Soap Bathing Bar Original Germ Defence,৳,95,95,125 gm
Personal-care,Dettol Bathing Soap Bar Original,৳,15,15,27 gm
Personal-care,"Dettol Soap Bathing Bar Family Pack (Cool, Skincare & Original) 75 gm",৳,195,179,3 pcs
Personal-care,Dettol Soap Neem with Pure Neem Oil Shower Bar,৳,95,95,125 gm
Personal-care,Radiant Raxoll Antibacterial Soap (Moisture),৳,75,75,100 gm
Personal-care,Dettol Soap Bathing Bar Aloe Vera,৳,65,65,75 gm
Personal-care,Dettol Original Germ Defence Soap,৳,80,80,100 gm
Personal-care,ACI Savlon Soap Mild 100 gm,৳,210,210,3 pcs
Personal-care,Dettol Soap Fresh Bathing Bar Soap With Odour Protection,৳,95,95,125 gm
Personal-care,Dettol Soap Fresh Bathing Bar Soap With Odour Protection,৳,65,65,75 gm
Personal-care,Dettol Bathing Soap Bar Skincare 125 gm (Combo Pack),৳,380,380,4 pcs
Personal-care,Dettol Soap Bathing Bar Original Germ Defence 125 gm (Combo Pack),৳,190,190,2 pcs
Personal-care,ACI Savlon Men Soap,৳,70,70,100 gm
Personal-care,Lifebuoy Soap Bar Total,৳,80,80,150 gm
Personal-care,Dettol Bathing Soap Bar Cool,৳,65,65,75 gm
Personal-care,Dettol Bathing Soap Bar Skincare,৳,95,95,125 gm
Personal-care,Lifebuoy Soap Bar Lemon Fresh,৳,55,55,90 gm
Personal-care,ACI Savlon Fresh Antiseptic Soap,৳,80,80,125 gm
Personal-care,Lifebuoy Soap Bar Mild Care 100 gm,৳,94,94,2 pcs
Personal-care,Akij Health + Fresh Soap,৳,60,60,100 gm
Personal-care,Akij Health + Mild Soap,৳,60,60,100 gm
Personal-care,Dettol Soap Neem with Pure Neem Oil Shower Bar,৳,65,65,75 gm
Personal-care,Dettol Soap Original Germ Defence Bathing Bar,৳,40,40,50 gm
Personal-care,Dettol Skincare Soap 125 gm (25 gm Extra),৳,95,95,150 gm
Personal-care,ACI Savlon Soap Fresh 100 gm,৳,210,210,3 pcs
Personal-care,ACI Savlon Soap Mild 125 gm,৳,225,225,3 pcs
Personal-care,ACI Savlon Soap Fresh 125 gm,৳,225,225,3 pcs
Personal-care,Irish Spring Aloe Soap,৳,270,270,104.8 gm
Personal-care,Godrej Cinthol Soap Health+,৳,65,65,100 gm
Personal-care,Himalaya Neem & Turmeric Soap 125 gm (Buy 3 Get 1 Free),৳,240,240,4 pcs
Personal-care,Dettol Fresh Antibacterial Bodywash Citrus & Orange Blossom,৳,350,350,250 ml
Personal-care,Studio X Clean & Fresh Soap For Men,৳,60,60,75 gm
Personal-care,Dettol Soap Bathing Bar Original Germ Defence 125 gm (Combo Pack),৳,380,380,4 pcs
Personal-care,Studio X Clean & Fresh Soap for Men,৳,90,90,125 gm
Personal-care,Nivea Fresh Natural Body Spray,৳,525,525,150 ml
Personal-care,Wild Stone Forest Spice Soap,৳,188,188,125 gm
Personal-care,ACI Septex Antiseptic Bar,৳,50,50,100 gm
Personal-care,ACI Neem Original Pure Neem Soap,৳,55,55,100 gm
Personal-care,Dettol Soap Bathing Bar Original Germ Defence 75 gm (Combo Pack),৳,195,195,3 pcs
Personal-care,Camay Romantic Beauty Soap,৳,350,350,170 gm
Personal-care,Palmolive Naturals Sensation Soap,৳,310,310,170 gm
Personal-care,Irish Spring Deep Action Scrub Body Wash,৳,1250,1250,532 ml
Personal-care,Irish Spring Soap Original,৳,310,310,104 gm
Personal-care,Meril Baby Mild Honey Soap,৳,95,95,75 gm
Personal-care,Lifebuoy Soap Bar Total,৳,55,55,90 gm
Personal-care,Dettol Bathing Soap Bar Cool,৳,90,90,125 gm
Personal-care,Dettol Bathing Soap Bar Skincare,৳,65,65,75 gm
Personal-care,Dettol Soap Bathing Bar Original Germ Defence,৳,65,65,75 gm
Personal-care,Radiant Raxoll Antibacterial Soap (Active),৳,75,75,100 gm
Personal-care,Radiant Raxoll Antibacterial Soap (Sport),৳,60,60,75 gm
Personal-care,Radiant Raxoll Antibacterial Soap (Moisture),৳,60,60,75 gm
Personal-care,Radiant Raxoll Antibacterial Soap (Active),৳,60,60,75 gm
Personal-care,ACI Septex Vita+ Antiseptic Bar,৳,55,55,100 gm
Personal-care,ACI Septex Deep Clean Antiseptic Bar,৳,55,55,100 gm
Personal-care,ACI Savlon Active Antiseptic Soap,৳,65,65,100 gm
Personal-care,ACI Savlon Fresh Soap,৳,70,70,100 gm
Personal-care,Go Fresh pocket Perfume Red Hot Fragrance,৳,130,130,17 ml
Personal-care,Go Fresh Pocket Perfume Miracle Fragrance,৳,130,130,17 ml
Personal-care,Go Fresh Pocket Perfume player Fragrance,৳,130,130,17 ml
Personal-care,Go Fresh Pocket Perfume Wild Game Fragrance,৳,130,130,17 ml
Personal-care,Go Fresh Pocket Perfume Secret Fragrance,৳,130,130,17 ml
Personal-care,Kool Deodorant Body Spray (Storm),৳,325,325,150 ml
Personal-care,Layer'r Shot Red Stallion Body Spray,৳,595,595,135 ml
Personal-care,Yacht Man blue Perfumed Body Spray,৳,480,480,200 ml
Personal-care,Nivea Men Deep Black Charcoal Dark Wood Roll On,৳,280,280,50 ml
Personal-care,Lafz Kaveh Body Spray,৳,350,350,100 ml
Personal-care,Beverly Hills Polo Club Eight Men's Body Spray,৳,750,750,175 ml
Personal-care,Layer'r Shot Royal Jade Men's Body Spray,৳,595,595,135 ml
Personal-care,Layer'r Shot Deep Desire Men's Body Spray,৳,595,595,135 ml
Personal-care,Wild Stone Pocket Perfume (Charge),৳,150,150,18 ml
Personal-care,Wild Stone Pocket Perfume (Blast),৳,150,150,18 ml
Personal-care,Wild Stone Pocket Perfume (Fresh),৳,150,150,18 ml
Personal-care,Fogg Scent Czar,৳,680,680,30 ml
Personal-care,Fogg Body Spray Absolute,৳,530,530,120 ml
Personal-care,Clariss Note Men Perfume,৳,295,295,120 ml
Personal-care,Clariss Fame Men Perfume,৳,295,295,120 ml
Personal-care,Axe Signature Intense Body Perfume Ticket,৳,220,220,17 ml
Personal-care,Axe Signature Champion Body Perfume Ticket,৳,211,211,17 ml
Personal-care,Eternal Love Xlouis Men Body Spray,৳,453,453,200 ml
Personal-care,Eternal Love Men Body Spray For Men,৳,750,750,200 ml
Personal-care,Nivea Fresh Natural Body Spray,৳,525,525,150 ml
Personal-care,Wild Stone P.B.S Iron Perfume,৳,710,710,120 ml
Personal-care,Wild Stone P.B.S Bronze Perfume,৳,710,710,120 ml
Personal-care,Wild Stone P.B.S Chrome Perfume,৳,660,660,120 ml
Personal-care,Red Hunt Savage Storm Body Spray,৳,500,500,125 ml
Personal-care,Red Hunt Rain Forest Body Spray,৳,490,490,125 ml
Personal-care,Red Hunt Wild Chase Body Spray,৳,402,402,125 ml
Personal-care,Red Hunt Premium Alpha Tribe Body Spray,৳,490,490,125 ml
Personal-care,Wave Signature Body Spray,৳,350,350,150 ml
Personal-care,Layer'r Shot Maxx Flair,৳,365,365,125 ml
Personal-care,Colour Me Black Man Deo Spray,৳,590,590,150 ml
Personal-care,HE Advanced Grooming Power Body Perfume,৳,500,500,120 ml
Personal-care,Engage On Man Pocket Perfume (Classic Woody),৳,170,170,18 ml
Personal-care,Fogg Body spray Royal,৳,520,520,120 ml
Personal-care,Fogg Body spray Victor,৳,520,520,120 ml
Personal-care,HE Advanced Grooming Innovator Perfumed Body Spray,৳,400,400,150 ml
Personal-care,Wild Stone Body Perfume Steel,৳,699,699,120 ml
Personal-care,Wild Stone Body Perfume Titanium,৳,650,650,120 ml
Personal-care,Denim Original Body Spray,৳,625,625,150 ml
Personal-care,Wild Stone Legend Body Deodorant,৳,450,450,150 ml
Personal-care,Wild Stone Forest Spice Deodorant,৳,650,650,150 ml
Personal-care,Fogg Body Spray Fresh Spicy,৳,555,555,120 ml
Personal-care,Fogg Body Spray Fresh Aqua,৳,555,555,120 ml
Personal-care,Wild Stone Red Body Deodorant,৳,530,530,150 ml
Personal-care,Kool Deodorant Body Spray (Blue),৳,325,325,150 ml
Personal-care,Kool Classic Deodorant Body Spray,৳,325,325,150 ml
Personal-care,Nivea Men Body Spray Fresh Active,৳,530,530,150 ml
Personal-care,Fogg Body Spray Marco,৳,530,530,120 ml
Personal-care,Fogg Body Spray Napoleon,৳,520,520,120 ml
Personal-care,Fogg Body Spray Paradise,৳,520,520,120 ml
Personal-care,Do It! Deodorant Spray,৳,630,630,200 ml
Personal-care,Layer'r Shot Power Play Body Spray,৳,595,595,135 ml
Personal-care,Sunsilk Damage Restore Shampoo,৳,725,725,300 ml
Personal-care,Clear Shampoo Men Cool Sport Menthol Anti Dandruff,৳,270,270,170 ml
Personal-care,Ujjwala Care Hair Protect Men Shampoo + Conditioner,৳,320,320,200 ml
Personal-care,Clear Men Shampoo Deep Cleanse,৳,270,270,170 ml
Personal-care,Head & Shoulders Silky Black Anti Dandruff Shampoo,৳,990,990,340 ml
Personal-care,Clear Shampoo Men Cool Sport Menthol Anti Dandruff,৳,500,500,330 ml
Personal-care,Revive Hair Fall Fight Shampoo,৳,230,230,200 ml
Personal-care,Sunsilk Lively Clean & Fresh Shampoo,৳,725,725,300 ml
Personal-care,Clear Shampoo Complete Active Care Anti Dandruff,৳,400,400,330 ml
Personal-care,Dove Shampoo Oxygen Moisture,৳,470,470,330 ml
Personal-care,Dove Shampoo Intense Repair,৳,200,200,170 ml
Personal-care,Dove Shampoo Intense Repair,৳,440,440,330 ml
Personal-care,Dove Shampoo Intense Repair,৳,740,740,650 ml
Personal-care,Dove Shampoo Nourishing Oil Care,৳,200,200,170 ml
Personal-care,Dove Shampoo Nourishing Oil Care,৳,470,470,330 ml
Personal-care,Sunsilk Shampoo Lusciously Thick & Long,৳,350,350,330 ml
Personal-care,Clear Shampoo Complete Active Care Anti Dandruff,৳,240,240,170 ml
Personal-care,Head & Shoulders Smooth & Silky Anti Dandruff Shampoo,৳,2890,2799,1 ltr
Personal-care,Gillette Guard Cartridges Single Cartridge,৳,30,30,each
Personal-care,Gillette Blue 2 Disposable Razor,৳,55,55,each
Personal-care,Kool 2 In 1 After Shave Gel Cream,৳,140,140,50 gm
Personal-care,Groome Eyebrow & Facial Razor,৳,240,240,2 pcs
Personal-care,Gillette Classic Menthol Pre Shave Foam,৳,460,460,196 gm
Personal-care,Gillette Mach3 Turbo Men's Shaving Razor,৳,665,665,each
Personal-care,Gillette Fusion Manual Shaving Razor Blades Cartridge,৳,1500,1500,4 pcs
Personal-care,Gillette Proglide Men's Grooming Razor With Flexible Technology,৳,1090,1090,each
Personal-care,Nivea Men Deep Comfort After Shave Lotion,৳,550,550,100 ml
Personal-care,Kool After Shave Lotion,৳,200,200,50 ml
Personal-care,Kool Ultra Glide Shaving Foam,৳,390,390,400 ml
Personal-care,Nivea Men Sensitive After Shave Lotion,৳,1250,1250,100 ml
Personal-care,Nivea Men Sensitive After Shave Lotion,৳,550,550,100 ml
Personal-care,Kool Ultra Glide Shaving Foam,৳,350,350,200 ml
Personal-care,Kool After Shave Lotion,৳,300,300,100 ml
Personal-care,Gillette Classic Regular Pre Shave Foam,৳,600,600,196 gm
Personal-care,Gillette Classic Lemon Lime Pre Shave Foam,৳,460,460,196 gm
Personal-care,Gillette Mach3 New Blade Razor,৳,655,655,each
Personal-care,Gillette Fusion Manual Razor,৳,1090,1090,each
Personal-care,Gillette Guard Cartridges Single Cartridge,৳,30,30,each
Personal-care,Gillette Blue 2 Disposable Razor,৳,55,55,each
Personal-care,Beardo Beard & Hair Growth Oil,৳,1599,1599,50 ml
Personal-care,Gillette Fusion Manual Shaving Razor Blades Cartridge,৳,1500,1500,4 pcs
Personal-care,Nivea Men Deep Comfort After Shave Lotion,৳,550,550,100 ml
Personal-care,Kool After Shave Lotion,৳,200,200,50 ml
Personal-care,Kool Ultra Glide Shaving Foam,৳,390,390,400 ml
Personal-care,Aichun Beauty Beard Growth Beard Essential Oil,৳,450,450,30 ml
Personal-care,BY MY BEARD Beard Shampoo,৳,590,590,300 ml
Personal-care,Nivea Men Sensitive After Shave Lotion,৳,1250,1250,100 ml
Personal-care,Nivea Men Sensitive After Shave Lotion,৳,550,550,100 ml
Personal-care,Kool Ultra Glide Shaving Foam,৳,350,350,200 ml
Personal-care,Kool After Shave Lotion,৳,300,300,100 ml
Personal-care,Gillette Classic Regular Pre Shave Foam,৳,600,600,196 gm
Personal-care,Gillette Classic Lemon Lime Pre Shave Foam,৳,460,460,196 gm
Personal-care,Gillette Mach3 New Blade Razor,৳,655,655,each
Personal-care,Gillette Fusion Manual Razor,৳,1090,1090,each
Personal-care,Nivea Men Fresh Active Roll On,৳,160,160,25 ml
Personal-care,Kool Deodorant Body Spray (Storm),৳,325,325,150 ml
Personal-care,Layer'r Wottagirl Secret Crush Body Spray,৳,595,595,135 ml
Personal-care,Layer'r Shot Red Stallion Body Spray,৳,595,595,135 ml
Personal-care,Yacht Man blue Perfumed Body Spray,৳,480,480,200 ml
Personal-care,Nivea Men Deep Black Charcoal Dark Wood Roll On,৳,280,280,50 ml
Personal-care,Nivea Men Roll On Silver Protect Deodorant,৳,260,260,50 ml
Personal-care,Lafz Kaveh Body Spray,৳,350,350,100 ml
Personal-care,Beverly Hills Polo Club Eight Men's Body Spray,৳,750,750,175 ml
Personal-care,Layer'r Shot Royal Jade Men's Body Spray,৳,595,595,135 ml
Personal-care,Layer'r Shot Deep Desire Men's Body Spray,৳,595,595,135 ml
Personal-care,Wild Stone Pocket Perfume (Charge),৳,150,150,18 ml
Personal-care,Wild Stone Pocket Perfume (Blast),৳,150,150,18 ml
Personal-care,Wild Stone Pocket Perfume (Fresh),৳,150,150,18 ml
Personal-care,Fogg Scent Czar,৳,680,680,30 ml
Personal-care,Fogg Body Spray Absolute,৳,530,530,120 ml
Personal-care,Clariss Note Men Perfume,৳,295,295,120 ml
Personal-care,Clariss Fame Men Perfume,৳,295,295,120 ml
Personal-care,Nivea Men Whitening Roll On Deodorant,৳,260,260,50 ml
Personal-care,Nivea Men Fresh Active Deodorant Roll On,৳,240,240,50 ml
